ILOC_CODE_2016,M_Ind_15_19_PD_GD_GCL,M_Ind_15_19_BDL,M_Ind_15_19_ADip_DipL,M_Ind_15_19_Ct_III_IV,M_Ind_15_19_Ct_I_II,M_Ind_15_19_CL_nfd,M_Ind_15_19_LoE_NS,M_Ind_15_19_Tot,M_Ind_20_24_PD_GD_GCL,M_Ind_20_24_BDL,M_Ind_20_24_ADip_DipL,M_Ind_20_24_Ct_III_IV,M_Ind_20_24_Ct_I_II,M_Ind_20_24_CL_nfd,M_Ind_20_24_LoE_NS,M_Ind_20_24_Tot,M_Ind_25_34_PD_GD_GCL,M_Ind_25_34_BDL,M_Ind_25_34_ADip_DipL,M_Ind_25_34_Ct_III_IV,M_Ind_25_34_Ct_I_II,M_Ind_25_34_CL_nfd,M_Ind_25_34_LoE_NS,M_Ind_25_34_Tot,M_Ind_35_44_PD_GD_GCL,M_Ind_35_44_BDL,M_Ind_35_44_ADip_DipL,M_Ind_35_44_Ct_III_IV,M_Ind_35_44_Ct_I_II,M_Ind_35_44_CL_nfd,M_Ind_35_44_LoE_NS,M_Ind_35_44_Tot,M_Ind_45_54_PD_GD_GCL,M_Ind_45_54_BDL,M_Ind_45_54_ADip_DipL,M_Ind_45_54_Ct_III_IV,M_Ind_45_54_Ct_I_II,M_Ind_45_54_CL_nfd,M_Ind_45_54_LoE_NS,M_Ind_45_54_Tot,M_Ind_55_64_PD_GD_GCL,M_Ind_55_64_BDL,M_Ind_55_64_ADip_DipL,M_Ind_55_64_Ct_III_IV,M_Ind_55_64_Ct_I_II,M_Ind_55_64_CL_nfd,M_Ind_55_64_LoE_NS,M_Ind_55_64_Tot,M_Ind_65ov_PtgdDe_GdDp_GdCt,M_Ind_65ov_BDL,M_Ind_65ov_ADip_DipL,M_Ind_65ov_Ct_III_IV,M_Ind_65ov_Ct_I_II,M_Ind_65ov_CL_nfd,M_Ind_65ov_LoE_NS,M_Ind_65ov_Tot,M_Ind_Tot_PD_GD_GCL,M_Ind_Tot_BDL,M_Ind_Tot_ADip_DipL,M_Ind_Tot_Ct_III_IV,M_Ind_Tot_Ct_I_II,M_Ind_tot_CL_nfd,M_Ind_Tot_LoE_NS,M_Ind_Tot_Tot,M_NonI_15_19_PD_GD_GCL,M_NonI_15_19_BDL,M_NonI_15_19_ADip_DipL,M_NonI_15_19_Ct_III_IV,M_NonI_15_19_Ct_I_II,M_NonI_15_19_CL_nfd,M_NonI_15_19_LoE_NS,M_NonI_15_19_Tot,M_NonI_20_24_PD_GD_GCL,M_NonI_20_24_BDL,M_NonI_20_24_ADip_DipL,M_NonI_20_24_Ct_III_IV,M_NonI_20_24_Ct_I_II,M_NonI_20_24_CL_nfd,M_NonI_20_24_LoE_NS,M_NonI_20_24_Tot,M_NonI_25_34_PD_GD_GCL,M_NonI_25_34_BDL,M_NonI_25_34_ADip_DipL,M_NonI_25_34_Ct_III_IV,M_NonI_25_34_Ct_I_II,M_NonI_25_34_CL_nfd,M_NonI_25_34_LoE_NS,M_NonI_25_34_Tot,M_NonI_35_44_PD_GD_GCL,M_NonI_35_44_BDL,M_NonI_35_44_ADip_DipL,M_NonI_35_44_Ct_III_IV,M_NonI_35_44_Ct_I_II,M_NonI_35_44_CL_nfd,M_NonI_35_44_LoE_NS,M_NonI_35_44_Tot,M_NonI_45_54_PD_GD_GCL,M_NonI_45_54_BDL,M_NonI_45_54_ADip_DipL,M_NonI_45_54_Ct_III_IV,M_NonI_45_54_Ct_I_II,M_NonI_45_54_CL_nfd,M_NonI_45_54_LoE_NS,M_NonI_45_54_Tot,M_NonI_55_64_PD_GD_GCL,M_NonI_55_64_BDL,M_NonI_55_64_ADip_DipL,M_NonI_55_64_Ct_III_IV,M_NonI_55_64_Ct_I_II,M_NonI_55_64_CL_nfd,M_NonI_55_64_LoE_NS,M_NonI_55_64_Tot,M_NonI_65ov_PtgdDe_GdDp_GdCt,M_NonI_65ov_BDL,M_NonI_65ov_ADip_DipL,M_NonI_65ov_Ct_III_IV,M_NonI_65ov_Ct_I_II,M_NonI_65ov_CL_nfd,M_NonI_65ov_LoE_NS,M_NonI_65ov_Tot,M_NonI_TotPdDe_GdDp_GdCt,M_NonI_Tot_BDL,M_NonI_Tot_ADip_DipL,M_NonI_Tot_Ct_III_IV,M_NonI_Tot_Ct_I_II,M_NonI_Tot_CL_nfd,M_NonI_Tot_LoE_NS,M_NonI_Tot_Tot,M_IS_NS_15_19_PD_GD_GCLL,M_IS_NS_15_19_BDL,M_IS_NS_15_19_ADip_DipL,M_IS_NS_15_19_Ct_III_IV_L,M_IS_NS_15_19_Ct_I_II,M_IS_NS_15_19_CL_nfd,M_IS_NS_15_19_LoE_NS,M_IS_NS_15_19_Tot,M_IS_NS_20_24_PD_GD_GCLL,M_IS_NS_20_24_BDL,M_IS_NS_20_24_AdDip_and_DipL,M_IS_NS_20_24_Ct_III_IV_L,M_IS_NS_20_24_Ct_I_II,M_IS_NS_20_24_CL_nfd,M_IS_NS_20_24_LoE_NS,M_IS_NS_20_24_Tot,M_IS_NS_25_34_PD_GD_GCLL,M_IS_NS_25_34_BDL,M_IS_NS_25_34_AdDip_and_DipL,M_IS_NS_25_34_Ct_III_IV_L,M_IS_NS_25_34_Ct_I_II_L,M_IS_NS_25_34_CL_nfd,M_IS_NS_25_34_LoE_NS,M_IS_NS_25_34_Tot,M_IS_NS_35_44_PD_GD_GCLL,M_IS_NS_35_44_BDL,M_IS_NS_35_44_ADip_DipL,M_IS_NS_35_44_Ct_III_IV_L,M_IS_NS_35_44_Ct_I_II_L,M_IS_NS_35_44_CL_nfd,M_IS_NS_35_44_LoE_NS,M_IS_NS_35_44_Tot,M_IS_NS_45_54_PdDe_GdDp_GdC,M_IS_NS_45_54_BDL,M_IS_NS_45_54_ADip_DipL,M_IS_NS_45_54_Ct_III_IV_L,M_IS_NS_45_54_Ct_I_II_L,M_IS_NS_45_54_CL_nfd,M_IS_NS_45_54_LoE_NS,M_IS_NS_45_54_Tot,M_IS_NS_55_64_PD_GD_GCL,M_IS_NS_55_64_BDL,M_IS_NS_55_64_ADip_DipL,M_IS_NS_55_64_Ct_III_IV_L,M_IS_NS_55_64_Ct_I_II_L,M_IS_NS_55_64_CL_nfd,M_IS_NS_55_64_LoE_NS,M_IS_NS_55_64_Tot,M_IS_NS_65ov_PD_GD_GCL,M_IS_NS_65ov_BDL,M_IS_NS_65ov_ADip_DipL,M_IS_NS_65ov_Ct_III_IV_L,M_IS_NS_65ov_Ct_I_II,M_IS_NS_65ov_CL_nfd,M_IS_NS_65ov_LoE_NS,M_IS_NS_65ov_Tot,M_IS_NS_TotPdDe_GdDp_GdCt,M_IS_NS_Tot_BDL,M_IS_NS_Tot_ADip_DipL,M_IS_NS_Tot_Ct_III_IV_L,M_IS_NS_Tot_Ct_I_II,M_IS_NS_Tot_CL_nfd,M_IS_NS_Tot_LoE_NS,M_IS_NS_Tot_Tot,M_T_15_19_PD_GD_GCL,M_T_15_19_BDL,M_T_15_19_ADip_DipL,M_T_15_19_Ct_III_IV,M_T_15_19_Ct_I_II,M_T_15_19_CL_nfd,M_T_15_19_LoE_NS,M_T_15_19_Tot
ILOC10200502,0,0,0,3,0,3,12,19,0,0,0,12,0,4,8,25,0,0,0,17,0,0,5,29,0,3,5,5,0,0,3,17,0,3,4,18,0,5,3,32,0,3,0,11,0,0,3,22,0,0,0,7,0,0,5,17,0,8,10,76,6,10,45,154,0,0,0,20,15,0,41,73,0,18,7,110,9,5,24,169,6,38,31,288,15,14,37,439,14,60,66,249,9,18,35,447,24,51,75,261,10,21,41,474,17,56,49,290,3,19,44,489,14,72,60,353,6,31,170,708,79,293,289,1580,60,110,388,2799,0,0,0,0,0,0,38,38,0,0,0,0,0,0,21,26,0,0,0,0,0,0,62,64,0,0,0,4,0,0,60,58,0,4,0,0,0,0,69,74,0,0,0,3,0,0,87,92,0,0,0,3,0,0,127,131,0,4,0,13,0,0,470,485,0,0,0,21,15,3,88,127
ILOC10200601,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,11,0,0,3,23,0,0,0,0,0,0,15,12,0,0,0,20,6,0,0,25,0,18,13,57,0,0,4,88,0,20,16,53,4,5,7,109,3,9,13,71,3,4,7,110,4,17,18,73,0,4,10,127,9,8,17,68,0,11,18,122,12,71,87,334,16,24,58,606,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9,9,0,0,0,0,0,0,12,12,0,0,0,0,0,0,20,18,0,0,0,0,0,0,23,23,0,0,3,0,0,0,26,32,0,0,0,0,0,0,36,37,0,0,3,0,0,0,131,135,0,0,0,0,0,0,20,22
ILOC10200602,0,0,0,0,0,0,6,12,0,0,0,0,3,0,5,9,0,4,0,4,0,0,0,10,0,0,0,13,0,0,3,15,0,0,0,4,0,0,3,11,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,3,0,4,0,23,7,0,31,65,0,0,0,0,0,0,9,5,0,0,0,18,0,0,3,27,3,9,7,39,0,3,3,67,3,10,6,33,3,3,6,65,0,5,0,46,5,0,7,67,0,3,10,45,0,3,6,70,4,8,11,60,0,0,24,101,10,38,35,237,7,10,61,405,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,11,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10,10,0,0,0,0,0,0,11,11,0,0,0,0,0,0,47,45,0,0,0,3,0,0,16,19
ILOC10200603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC10200604,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,10,0,0,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,4,14,0,5,15,35,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,5,0,0,0,14,0,3,5,22,0,0,0,13,0,0,4,22,0,0,0,16,3,0,3,25,0,4,6,24,0,0,7,42,0,5,3,23,4,3,24,55,7,11,6,87,5,10,47,176,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,0,0,0,0,0,0,8,13,0,0,0,0,0,0,3,3,0,0,0,3,0,0,5,8,0,0,0,0,0,0,12,14,0,0,0,0,0,0,19,19,0,0,0,5,0,0,55,59,0,0,0,0,0,0,5,7
ILOC10200701,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,8,0,0,0,9,0,0,0,9,0,0,0,7,0,0,3,9,0,0,0,5,0,0,3,11,0,0,0,3,0,0,3,6,0,0,0,0,0,0,0,3,0,3,3,29,0,0,14,51,0,0,0,3,0,0,0,3,0,3,0,23,3,0,0,25,6,34,8,61,3,0,3,114,6,17,16,52,0,0,3,89,5,10,11,41,3,0,8,80,8,9,7,36,0,0,5,57,0,7,5,43,0,5,31,93,29,79,49,252,10,7,54,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,15,15,0,0,0,0,0,0,23,23,0,0,0,3,0,0,25,24,0,0,0,0,0,0,16,20,0,0,0,3,0,0,16,14,0,0,0,6,0,0,97,105,0,0,0,3,0,0,0,8
ILOC10200702,0,0,0,3,0,0,11,9,0,0,0,8,0,0,3,13,0,3,0,8,0,0,13,27,0,0,0,8,0,0,6,20,0,0,3,6,0,0,3,18,0,0,0,10,0,0,7,18,0,0,0,3,0,0,8,16,3,3,9,50,3,5,52,123,0,0,0,3,0,0,3,8,0,7,0,16,0,0,0,21,7,14,5,33,0,0,11,75,3,12,5,36,0,0,7,57,0,3,9,30,0,3,3,49,3,7,3,30,0,0,6,42,0,0,8,40,0,0,22,81,10,39,30,189,8,11,58,340,0,0,0,0,0,0,22,22,0,0,0,0,0,0,11,10,0,0,0,0,0,0,23,23,0,0,0,0,0,0,15,15,0,0,0,0,0,0,26,26,0,0,0,0,0,0,19,20,0,0,0,0,0,0,30,30,0,0,0,0,0,0,151,156,0,0,0,3,0,0,32,39
ILOC10200703,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,21,0,0,0,0,0,0,8,6,0,0,0,6,0,0,3,9,0,8,5,16,0,0,3,29,7,16,12,20,0,3,0,58,0,11,6,25,0,3,5,52,3,14,15,46,0,0,3,77,3,6,7,24,0,0,3,48,11,53,41,136,3,11,21,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,14,14,0,0,0,4,0,0,38,44,0,0,0,0,0,0,6,9
ILOC10200704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,3,0,0,0,7,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9,9,0,0,0,0,0,0,22,22,0,0,0,0,0,0,3,3
ILOC10200801,0,0,0,0,0,0,9,9,0,0,0,0,0,0,3,5,0,0,0,0,0,0,6,4,0,0,0,4,0,0,5,3,0,0,0,3,0,0,3,6,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,0,13,0,0,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,5,0,0,0,6,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,7,0,3,3,11,0,0,5,29,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,17,22,0,0,0,0,0,0,13,12
ILOC10200802,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,19,0,0,7,29,0,0,0,5,3,0,6,12,0,3,4,29,0,4,8,48,3,22,24,81,3,0,4,139,5,32,25,65,0,8,9,143,6,19,25,73,0,8,13,142,0,13,12,53,0,0,11,99,0,4,10,35,0,4,20,80,16,93,93,347,9,29,80,674,0,0,0,0,0,0,24,24,0,0,0,0,0,0,12,12,0,0,0,0,0,0,30,33,0,0,0,0,0,0,36,38,0,0,0,0,0,0,43,43,0,0,0,0,0,0,36,36,0,0,0,0,0,0,40,40,0,4,0,3,0,0,214,221,0,0,0,6,3,0,25,34
ILOC10200803,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,10,0,0,3,8,0,3,0,3,0,0,3,4,0,0,0,4,0,3,3,8,0,0,0,4,0,0,0,11,0,6,4,23,0,3,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,5,6
ILOC10200804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,6,3,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0
ILOC10200901,0,0,0,0,3,0,3,4,0,0,0,9,3,0,0,17,0,0,0,16,0,0,0,23,0,0,0,8,0,0,4,13,0,0,0,12,0,0,3,16,0,0,0,3,0,0,4,12,0,0,0,0,0,0,3,7,0,3,0,57,7,0,16,86,0,0,0,3,0,0,17,20,0,3,3,79,4,0,6,93,14,47,29,276,14,3,21,411,18,36,40,211,7,6,19,349,19,34,50,269,9,7,18,414,14,27,34,195,3,7,20,297,5,30,22,130,4,12,48,251,74,183,187,1170,48,40,146,1838,0,0,0,0,0,0,15,15,0,0,0,0,0,0,13,15,0,0,0,0,0,0,46,42,0,0,0,3,0,0,40,41,0,0,0,0,0,0,44,46,0,0,0,0,0,0,40,41,0,0,0,3,0,0,29,35,0,0,0,11,0,0,227,233,0,0,0,9,3,0,32,39
ILOC10200902,0,0,0,3,0,0,0,3,0,0,0,3,0,0,4,7,0,0,4,15,0,0,15,28,0,0,0,5,0,0,5,11,0,0,0,4,0,0,10,13,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,7,3,0,5,31,0,0,39,81,0,0,0,6,0,0,11,9,0,4,9,50,3,0,16,91,0,25,16,144,3,3,95,290,10,24,29,137,3,7,82,292,3,12,27,148,3,6,46,250,6,5,23,71,4,0,36,154,3,22,25,66,0,6,35,154,27,92,125,633,11,27,314,1234,0,0,0,0,0,0,16,16,0,0,0,0,0,0,6,6,0,0,0,0,0,0,26,26,0,0,0,0,0,0,23,19,0,0,0,0,0,0,28,32,0,0,0,0,0,0,23,23,0,0,0,0,0,0,31,36,0,0,0,5,0,0,151,161,0,0,0,5,0,0,22,30
ILOC10201001,0,0,0,0,0,0,8,8,0,0,0,0,0,3,3,13,0,0,0,16,0,0,0,17,0,0,0,8,0,0,5,20,0,0,3,3,0,0,4,7,0,0,0,3,3,0,8,11,0,0,0,3,0,0,0,4,0,3,3,42,4,3,30,88,0,0,0,5,0,0,14,23,3,5,4,21,4,6,0,38,11,40,16,90,4,4,10,176,10,19,17,88,4,0,9,151,17,30,21,77,4,3,16,170,6,17,14,78,0,0,18,130,9,9,16,80,0,6,37,152,54,125,84,446,17,19,105,846,0,0,0,0,0,0,13,13,0,0,0,0,0,0,15,15,0,0,0,0,0,0,22,27,0,0,0,0,0,0,26,23,0,0,0,3,0,0,31,38,0,0,0,0,0,0,30,31,0,0,0,0,0,0,31,33,0,0,0,6,0,0,183,189,0,0,0,5,0,0,32,44
ILOC10201002,0,0,0,0,0,0,3,3,0,0,0,7,0,0,5,10,0,0,0,3,0,0,4,12,0,0,0,11,0,0,0,9,0,0,0,6,0,0,3,15,0,0,0,0,0,0,5,7,0,0,0,3,0,0,7,8,0,3,0,30,0,0,30,57,0,0,0,3,0,0,12,16,0,3,3,32,3,0,8,49,3,28,10,92,3,5,9,145,6,37,28,101,3,3,11,190,14,21,17,125,3,9,18,211,9,23,17,103,0,3,17,175,11,6,20,91,0,11,39,182,40,112,97,552,19,33,114,966,0,0,0,0,0,0,16,16,0,0,0,0,0,0,14,14,0,0,0,0,0,0,24,27,0,0,0,0,0,0,35,35,0,0,0,3,0,0,47,49,0,0,0,4,0,0,55,58,0,0,0,0,0,0,55,55,0,0,0,7,0,0,249,258,0,0,0,3,0,0,31,40
ILOC10201003,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,3,7,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,4,7,30,0,0,0,0,0,0,8,6,0,0,0,6,0,0,3,12,0,9,0,17,0,0,0,31,3,8,8,16,0,0,0,36,3,4,5,22,0,0,6,35,0,6,4,12,0,3,3,31,0,0,3,10,0,3,23,43,5,33,14,99,5,4,44,199,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,13,13,0,0,0,0,0,0,11,11,0,0,0,0,0,0,15,14,0,0,0,0,0,0,8,8,0,0,0,0,0,0,62,63,0,0,0,0,0,0,15,17
ILOC10201101,0,0,0,3,3,0,40,43,0,0,3,49,5,4,22,86,0,4,12,94,0,10,44,164,0,8,7,58,3,4,18,103,3,9,13,44,0,3,22,89,0,8,6,26,0,3,16,56,0,0,0,18,0,0,10,27,4,22,46,287,14,20,169,571,0,0,0,38,12,4,60,118,3,66,18,294,24,11,49,463,93,280,156,777,31,40,110,1485,90,234,159,644,17,28,95,1267,96,194,190,622,27,36,72,1244,93,196,188,599,13,36,95,1218,83,140,168,749,17,62,270,1489,456,1113,873,3724,132,218,755,7276,0,0,0,0,0,0,83,82,0,0,0,3,3,0,82,90,0,0,0,12,0,0,194,205,0,0,0,4,0,0,172,172,0,0,0,5,0,0,134,142,0,0,3,5,0,0,157,172,0,0,0,8,0,0,212,226,0,3,6,41,6,0,1024,1081,0,0,0,49,16,3,179,239
ILOC10201102,0,0,0,4,0,0,10,17,0,0,0,9,0,0,0,10,0,0,3,29,3,3,3,38,3,0,0,24,0,0,3,33,0,0,12,11,5,0,6,29,0,0,3,21,0,0,6,24,0,3,0,11,0,0,11,24,4,3,20,102,11,3,45,181,0,0,0,34,3,3,37,75,0,14,7,102,6,0,11,142,9,55,35,298,8,12,22,440,23,102,89,362,4,22,22,624,22,88,91,388,6,21,50,668,29,92,105,390,14,24,52,699,24,91,89,399,7,35,187,820,107,440,415,1967,51,114,373,3475,0,0,0,0,0,0,31,31,0,0,0,4,0,0,17,17,0,0,0,7,0,0,53,59,0,0,0,0,0,0,71,78,0,0,0,7,0,0,98,103,0,0,0,11,0,0,93,103,0,0,0,0,0,0,168,175,0,4,0,31,3,0,528,562,0,0,0,34,7,4,80,125
ILOC10201201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC10201202,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,9,0,0,0,6,3,0,0,6,0,0,0,5,0,0,0,9,0,3,0,3,0,0,3,5,0,0,0,4,0,0,0,6,0,4,5,22,6,3,7,40,0,0,0,4,3,3,13,26,0,0,3,25,4,4,0,38,3,17,7,63,10,0,5,100,6,19,21,88,3,3,16,155,3,25,28,111,8,10,24,203,10,29,41,155,10,5,42,294,20,44,49,161,0,12,69,360,47,137,138,622,38,37,164,1180,0,0,0,0,0,0,17,17,0,0,0,0,0,0,12,12,0,0,0,3,0,0,19,22,0,0,0,0,0,0,29,29,0,0,0,4,0,0,36,37,0,0,0,0,0,0,68,68,0,0,0,0,0,0,98,101,0,0,0,5,0,0,273,281,0,0,0,10,3,3,29,50
ILOC10201301,0,0,0,4,0,0,4,9,0,0,0,15,0,0,0,16,0,0,0,16,0,0,0,14,0,3,0,13,0,0,3,21,0,0,3,13,0,0,3,20,0,0,0,12,0,0,0,11,0,0,0,3,0,0,0,5,0,3,7,64,0,0,16,93,0,0,0,18,3,0,19,47,0,5,9,102,5,0,14,133,10,67,23,319,12,14,32,475,23,62,66,282,10,13,40,502,22,54,62,283,8,18,41,481,21,59,55,260,5,15,60,473,17,54,56,249,0,27,114,514,95,291,268,1519,36,90,320,2617,0,0,0,0,0,0,19,16,0,0,0,0,0,0,32,29,0,0,0,8,0,0,65,73,0,0,4,0,0,0,71,75,0,0,0,0,0,0,72,73,0,3,0,4,0,0,70,74,0,0,3,4,0,0,95,104,0,3,10,20,0,0,421,450,0,0,0,23,3,0,47,71
ILOC10201401,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,12,0,0,0,13,0,0,0,10,0,0,4,16,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,4,0,3,29,3,3,11,47,0,0,0,10,4,0,12,29,0,5,0,27,3,0,3,36,4,16,9,83,3,0,4,121,15,43,25,84,0,7,11,184,28,35,29,118,3,4,15,238,26,36,36,127,7,11,18,260,40,38,47,102,0,14,49,297,111,176,145,549,29,37,109,1163,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,24,23,0,0,0,0,0,0,25,32,0,0,0,4,0,0,20,29,0,0,0,0,0,0,31,36,0,0,0,7,0,0,132,138,0,0,0,10,4,3,19,38
ILOC10201402,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,3,0,0,3,3,0,0,3,9,0,0,0,6,0,0,3,6,0,0,3,4,0,0,0,10,0,0,0,0,0,0,7,7,0,0,3,13,0,0,16,41,0,0,0,0,0,0,8,7,0,0,0,15,4,0,3,21,0,15,15,47,0,0,4,80,6,12,12,39,3,0,4,78,3,11,19,59,3,3,6,108,8,18,10,63,0,3,11,116,13,21,23,67,0,4,49,174,25,83,70,295,9,18,76,582,0,0,0,0,0,0,8,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,17,17,0,0,0,0,0,0,13,13,0,0,0,0,0,0,17,17,0,0,0,0,0,0,17,19,0,0,0,0,0,0,49,45,0,0,0,3,0,0,119,121,0,0,0,4,4,0,14,18
