ILOC_CODE_2016,Negative_Nil_income_M,Negative_Nil_income_F,Negative_Nil_income_P,PI1_149_M,PI1_149_F,PI1_149_P,PI150_299_M,PI150_299_F,PI150_299_P,PI300_399_M,PI300_399_F,PI300_399_P,PI400_499_M,PI400_499_F,PI400_499_P,PI500_649_M,PI500_649_F,PI500_649_P,PI650_799_M,PI650_799_F,PI650_799_P,PI800_999_M,PI800_999_F,PI800_999_P,PI1000_more_M,PI1000_more_F,PI1000_more_P,Personal_income_nsM,Personal_income_nsF,Personal_income_nsP,Tot_M,Tot_F,Tot_P
ILOC20201303,4,11,18,4,10,10,9,12,22,8,13,14,5,7,15,4,7,10,3,6,11,11,7,12,8,10,23,7,11,16,64,90,157
ILOC20201401,3,9,16,3,6,7,19,16,34,6,15,26,10,15,23,12,14,24,8,16,29,6,9,9,20,10,31,10,14,21,96,123,222
ILOC20201402,7,4,14,4,3,7,4,13,17,16,13,27,4,8,14,0,10,11,13,15,25,6,6,12,11,3,11,4,11,17,69,101,171
ILOC20201403,7,3,15,3,3,8,11,10,23,11,10,17,3,5,11,3,6,12,7,3,11,11,0,11,5,9,11,0,7,10,57,62,121
ILOC20201501,5,5,11,5,3,8,13,6,14,10,12,15,7,5,15,3,10,13,3,7,6,0,3,3,7,3,11,4,3,9,55,54,108
ILOC20201502,7,17,20,7,15,18,12,19,35,7,13,25,16,24,37,11,23,25,11,8,24,11,5,17,37,19,57,19,16,34,140,151,286
ILOC20201601,27,20,46,7,12,23,12,11,25,21,22,43,24,20,45,16,22,38,19,21,38,18,12,31,49,25,73,12,9,22,202,183,388
ILOC20201701,24,21,44,7,13,25,25,20,41,19,16,36,14,24,39,9,27,36,22,9,31,20,13,30,30,10,42,13,10,26,183,175,353
ILOC20201801,15,22,43,12,12,21,23,37,57,43,27,69,20,26,48,13,22,37,17,14,25,15,18,30,32,24,56,13,19,38,195,216,417
ILOC20201901,15,17,27,7,14,22,19,16,34,7,20,28,5,25,28,3,22,25,5,10,17,12,8,13,31,13,45,20,8,28,122,148,275
ILOC20201902,15,16,31,7,4,9,12,15,30,14,12,24,10,13,24,9,11,28,15,5,18,18,12,24,20,6,29,7,14,19,125,114,239
ILOC20201903,29,28,55,18,34,49,34,46,83,37,38,73,17,28,40,20,40,61,25,40,69,31,17,48,55,38,97,16,20,37,281,328,606
ILOC29499494,11,3,17,12,4,13,35,39,72,24,18,40,22,15,37,8,4,9,5,8,10,4,0,4,11,0,10,20,5,24,142,94,237
ILOC29799797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC30100101,35,35,73,25,24,51,36,47,84,36,48,85,30,48,80,23,49,66,34,41,70,37,34,70,79,41,116,34,10,47,369,369,738
ILOC30100201,40,38,79,17,25,43,45,57,97,21,36,57,46,52,103,30,46,76,20,38,58,43,48,94,150,145,298,18,16,31,432,497,928
ILOC30100202,27,17,49,14,12,28,48,32,80,22,20,39,28,24,49,26,24,50,24,26,54,34,28,64,117,87,207,17,15,30,361,285,647
ILOC30100203,76,94,174,28,41,69,81,107,185,66,82,148,68,86,151,57,65,123,73,79,143,67,77,146,261,210,475,31,32,63,805,883,1685
ILOC30100204,12,13,18,3,3,8,28,30,61,12,21,32,14,16,38,22,15,31,11,13,23,15,13,22,41,54,97,6,9,16,165,179,345
ILOC30100205,39,25,62,18,14,29,56,34,90,31,29,62,27,31,55,34,39,76,24,35,53,31,32,68,123,97,222,20,13,36,398,353,750
ILOC30100206,67,68,133,17,26,49,57,67,128,40,51,93,33,74,105,30,60,88,43,54,99,59,57,121,179,132,311,26,27,48,550,615,1171
ILOC30100207,192,158,350,81,85,167,155,139,294,96,139,237,102,142,238,89,130,219,124,114,237,120,136,261,446,327,772,70,62,127,1468,1438,2908
ILOC30100208,83,90,172,41,46,90,101,95,194,63,109,179,56,88,150,53,106,160,59,74,130,88,64,148,217,172,384,44,39,83,807,881,1692
ILOC30100209,38,44,84,26,20,45,26,29,54,14,37,52,23,29,48,21,33,56,28,24,57,24,24,49,116,87,204,14,26,39,341,348,694
ILOC30100210,23,40,63,21,22,40,47,46,94,35,46,80,32,54,86,18,36,49,27,30,53,15,14,26,26,29,52,23,17,43,258,332,584
ILOC30100211,35,43,81,9,15,24,23,19,45,10,26,39,20,20,39,14,20,40,19,16,34,15,20,37,40,39,83,449,121,571,637,349,989
ILOC30100301,252,254,504,105,142,250,253,266,520,185,259,447,143,263,404,123,271,392,146,206,352,172,147,314,371,255,623,310,74,383,2060,2128,4193
ILOC30100401,94,85,172,39,50,91,70,93,166,76,72,147,46,75,123,54,91,141,61,71,131,52,39,87,186,95,280,37,34,67,713,706,1415
ILOC30100501,36,26,67,9,14,22,37,35,75,31,42,78,14,30,49,21,45,63,12,26,38,17,21,37,35,33,68,15,18,34,241,287,535
ILOC30100601,15,21,41,12,10,25,18,18,44,13,17,34,14,22,35,18,12,27,19,15,34,14,6,26,32,16,56,104,10,115,265,161,425
ILOC30100602,42,42,76,8,14,24,27,34,63,27,38,59,17,32,49,20,27,50,15,26,39,19,13,30,49,17,68,16,20,37,239,264,502
ILOC30100701,297,336,637,154,218,375,265,352,619,233,329,562,235,340,583,228,399,625,260,347,601,297,269,570,903,498,1402,122,144,263,3002,3239,6236
ILOC30100801,347,283,634,134,193,321,312,280,589,194,322,517,179,295,470,129,303,433,192,252,446,273,207,484,536,401,938,174,107,283,2472,2640,5116
ILOC30100901,34,37,71,8,11,21,25,26,53,14,39,54,15,25,44,11,39,48,20,31,54,24,29,54,86,37,123,12,9,21,260,281,546
ILOC30100902,39,32,68,11,18,27,30,34,67,28,33,58,13,33,52,19,28,45,18,30,51,23,25,45,26,22,50,16,25,42,235,275,510
ILOC30100903,202,220,425,70,100,173,190,196,392,102,185,283,138,210,356,115,210,328,133,180,310,154,134,287,455,288,737,76,82,157,1635,1806,3445
ILOC30100904,20,19,42,3,8,12,17,28,44,14,16,25,9,19,24,9,14,26,18,19,33,9,12,18,26,17,37,9,5,19,133,154,284
ILOC30100905,35,47,86,10,13,24,20,35,56,23,36,52,22,27,50,18,36,53,36,35,65,53,38,86,69,35,105,12,10,25,297,305,608
ILOC30100906,31,30,58,15,11,24,53,44,98,28,29,59,26,45,74,20,41,63,34,33,65,10,24,32,30,34,60,14,21,34,253,314,572
ILOC30101001,123,114,230,61,82,142,111,132,246,94,138,232,85,137,219,74,169,247,121,111,234,121,82,203,321,155,476,39,45,85,1152,1157,2312
ILOC30101101,26,26,57,11,16,30,21,29,47,20,18,47,19,40,65,17,28,49,31,12,49,18,20,38,59,40,96,12,11,28,242,249,494
ILOC30101201,89,106,197,43,37,76,76,117,189,43,115,152,54,106,159,39,111,144,65,102,169,101,79,187,282,175,457,37,49,89,825,1000,1827
ILOC30101202,53,39,95,22,31,52,24,33,51,21,33,52,13,27,41,21,33,46,17,38,52,31,36,67,153,95,249,15,13,25,352,375,729
ILOC30101301,58,58,117,24,34,57,56,67,129,56,84,141,45,97,139,34,60,98,37,58,97,53,38,88,118,98,219,33,34,69,527,621,1151
ILOC30101401,137,133,269,62,80,144,96,132,223,77,122,202,80,137,216,76,123,202,86,122,206,107,106,211,300,199,505,40,35,74,1060,1190,2253
ILOC30200101,34,31,62,12,23,37,34,41,82,23,36,62,30,37,66,20,34,55,26,27,54,18,22,40,34,32,67,29,19,43,257,313,569
ILOC30200201,57,40,97,17,35,46,25,26,52,22,37,60,20,49,72,24,53,74,26,42,66,32,35,72,107,102,209,20,16,31,341,438,783
ILOC30200202,26,24,52,18,13,28,56,46,100,38,49,82,31,32,65,22,30,53,20,22,43,16,21,37,36,25,65,44,41,89,300,302,608
ILOC30200203,30,24,51,11,9,19,21,27,44,17,17,37,13,14,31,12,28,35,17,20,38,26,21,42,73,45,122,12,3,21,234,201,442
ILOC30200204,34,37,72,22,15,33,50,37,87,23,31,53,22,47,68,22,39,62,28,31,60,20,21,43,45,61,105,20,19,33,276,341,619
ILOC30200205,47,60,106,19,18,38,53,53,105,21,46,73,26,50,74,20,54,74,32,56,90,36,44,81,76,102,178,42,50,93,380,535,914
ILOC30200206,99,85,185,28,49,72,68,69,133,33,63,98,35,73,111,24,99,124,59,80,142,64,67,132,130,129,257,44,36,80,581,756,1337
ILOC30200207,33,41,71,13,20,35,34,16,51,13,32,40,20,28,40,8,34,47,12,26,35,14,14,35,30,43,73,8,13,21,183,263,446
ILOC30200208,145,109,261,51,66,115,191,168,357,132,199,326,147,207,352,80,214,292,87,144,235,79,102,183,126,180,299,116,147,267,1158,1531,2693
ILOC30200209,24,28,52,5,13,18,30,14,43,18,8,26,10,14,26,5,29,32,16,22,34,15,15,33,46,54,105,3,6,15,176,205,382
ILOC30200210,19,28,46,15,7,21,31,35,62,15,37,54,24,44,66,16,41,65,14,32,47,20,26,41,25,38,61,20,25,45,207,296,505
ILOC30200301,11,5,13,0,3,3,16,12,27,10,13,20,15,21,27,7,18,28,13,6,21,10,3,15,5,13,19,8,8,18,91,97,186
ILOC30200302,16,11,26,12,8,17,9,16,30,10,16,30,16,22,41,14,18,32,18,17,37,14,13,28,23,24,54,14,16,27,151,169,317
ILOC30200303,0,4,7,6,0,7,9,8,18,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,23,31,39,70
ILOC30200401,9,14,20,5,4,10,27,27,49,23,19,46,13,13,32,4,15,20,13,16,33,13,8,21,25,15,35,11,8,20,145,139,290
ILOC30200501,18,17,32,3,11,14,4,19,21,9,8,16,4,14,16,3,11,16,3,3,5,3,6,11,24,9,35,3,4,3,79,100,172
ILOC30200601,4,17,17,0,3,3,0,3,10,0,8,8,0,3,8,5,0,4,0,4,5,0,3,5,0,4,9,3,21,20,25,60,88
ILOC30200602,9,9,23,10,4,14,15,12,31,8,8,22,6,16,22,17,13,25,12,6,21,3,7,11,16,5,22,3,3,6,97,90,191
ILOC30200603,7,7,12,4,0,3,3,4,4,3,7,15,3,5,6,0,4,7,0,3,4,3,0,3,5,4,5,0,6,5,25,40,66
ILOC30200604,5,3,10,3,3,9,8,7,17,5,4,9,3,3,3,3,7,10,3,7,4,0,3,3,3,0,4,4,3,10,43,48,88
ILOC30200701,40,49,88,20,24,41,52,60,110,59,80,139,39,73,110,27,55,83,55,51,103,50,32,82,44,40,82,19,22,48,408,483,892
ILOC30200702,20,25,48,13,13,21,31,29,56,22,26,48,8,28,38,8,30,38,22,23,41,15,13,34,38,20,56,8,13,20,176,220,396
ILOC30200801,30,14,43,10,20,27,45,34,78,57,57,118,29,24,52,17,19,39,25,18,45,12,26,33,41,32,73,613,15,624,881,262,1139
ILOC30200803,8,3,10,4,3,9,22,16,41,14,9,26,7,14,22,4,11,11,0,0,0,0,0,3,5,7,8,10,3,12,65,70,139
ILOC30200901,37,31,68,23,21,43,68,82,147,48,70,116,34,52,85,31,47,80,42,36,76,25,22,39,37,42,78,30,34,68,385,423,805
ILOC30201001,0,0,0,0,0,0,0,0,0,5,0,5,9,4,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,17,5,25
ILOC30201002,3,7,9,4,4,12,41,52,86,14,29,45,12,4,18,3,12,11,5,3,11,0,0,0,7,0,5,3,3,4,86,112,203
ILOC30201101,50,41,95,56,64,119,386,241,623,75,123,197,35,114,145,57,89,150,38,63,100,23,33,53,26,36,63,42,40,84,803,829,1633
ILOC30300101,38,28,70,22,12,36,206,225,428,44,64,105,13,24,40,18,17,36,8,8,24,6,4,7,8,9,21,9,19,30,383,412,797
ILOC30300201,11,12,24,4,6,13,8,12,17,9,4,16,15,5,14,4,4,11,9,3,7,9,5,9,19,9,33,13,7,21,103,65,169
ILOC30300202,7,6,13,0,3,4,22,31,59,3,6,9,5,12,18,3,9,14,7,9,15,4,5,5,7,10,21,18,9,30,90,98,192
ILOC30300203,0,3,3,3,3,5,16,12,23,0,0,0,9,10,12,3,3,4,0,3,4,0,0,0,0,0,0,11,0,13,33,34,68
ILOC30300301,9,12,20,3,7,9,9,10,20,11,12,22,11,10,17,4,13,17,8,3,15,13,5,16,13,18,31,11,14,16,86,93,182
ILOC30300401,21,13,39,9,8,18,112,104,211,39,54,93,13,28,43,31,30,57,13,17,29,13,12,25,36,11,49,40,25,62,321,311,630
ILOC30300501,33,18,54,3,3,14,107,113,220,31,76,101,23,52,79,29,38,63,15,12,25,11,3,12,16,7,21,15,11,24,281,335,613
ILOC30300601,7,5,15,5,15,24,35,60,92,7,15,26,12,12,27,23,11,39,6,6,11,6,3,4,7,10,15,90,75,166,196,215,412
ILOC30300701,3,4,9,8,6,9,24,36,62,18,14,28,7,6,21,8,13,21,13,11,18,3,0,7,3,5,16,6,8,9,97,102,199
ILOC30300702,45,41,81,21,33,48,112,96,210,27,55,82,10,22,32,18,24,40,16,15,36,5,8,20,39,18,57,6,6,15,308,314,620
ILOC30300703,17,42,62,12,17,23,4,11,11,3,5,11,3,14,15,10,18,27,13,17,29,16,13,30,146,88,229,13,16,28,235,239,478
ILOC30300801,62,38,101,0,3,4,37,35,68,28,30,64,20,34,49,28,49,78,33,43,72,18,35,53,42,44,84,7,7,22,280,319,594
ILOC30300802,27,15,43,0,7,3,38,27,64,11,39,53,13,14,24,10,17,34,10,8,20,5,3,12,5,11,21,0,16,19,136,160,298
ILOC30300803,14,9,15,0,7,4,19,8,28,14,15,32,11,28,39,4,17,21,14,22,30,18,11,28,4,9,14,0,3,3,97,131,225
ILOC30300804,14,7,21,0,0,0,9,4,18,0,15,17,3,6,9,3,11,10,7,4,20,8,4,10,8,12,18,3,0,8,56,74,129
ILOC30300805,17,8,21,9,7,13,32,28,64,16,22,35,3,7,8,13,26,39,11,13,21,4,4,6,4,5,7,3,0,5,105,117,221
ILOC30300901,11,10,16,13,6,16,83,89,172,41,66,104,14,23,42,34,17,58,4,3,7,3,4,11,5,6,8,6,3,12,215,229,445
ILOC30400101,3,0,3,3,0,3,12,3,18,6,4,14,0,5,7,0,8,6,6,7,13,3,0,3,6,3,8,0,3,3,38,30,72
ILOC30400102,3,3,4,0,0,0,0,3,4,0,0,0,0,3,3,0,3,5,0,3,3,3,0,3,9,3,9,0,0,0,18,20,37
ILOC30400103,6,4,13,0,3,5,4,3,7,0,0,0,4,3,7,5,6,5,7,3,11,3,0,7,12,6,16,0,4,4,39,36,77
ILOC30400201,3,4,9,3,4,3,12,8,17,3,7,12,5,0,4,11,12,19,8,6,14,9,8,17,20,4,27,14,10,20,83,69,150
ILOC30400202,69,47,109,20,28,48,122,125,245,28,69,93,19,35,49,36,56,92,27,31,59,14,14,24,14,13,30,15,21,35,353,429,783
ILOC30400203,50,23,73,9,15,22,89,86,179,37,56,94,22,31,57,14,30,44,19,18,38,8,18,23,3,13,14,50,61,109,307,347,654
ILOC30400204,18,21,37,10,6,18,31,36,72,21,46,69,16,27,41,15,23,40,18,24,42,20,15,36,36,46,87,34,41,78,229,289,517
ILOC30400301,31,32,66,10,9,12,36,23,60,29,30,56,14,29,43,16,20,29,10,20,34,19,11,31,94,39,130,15,27,37,261,239,497
ILOC30400401,0,3,3,0,0,0,0,3,8,0,0,3,0,4,4,6,3,12,0,6,6,3,3,3,4,0,4,3,10,13,16,36,55
ILOC30400402,110,121,228,39,53,90,125,132,255,65,130,190,44,113,161,41,104,141,45,74,124,50,85,139,317,205,519,57,56,110,890,1068,1962
ILOC30500101,9,21,30,3,3,10,3,12,19,15,11,26,3,16,20,4,11,19,6,9,15,3,8,8,32,9,46,5,8,14,86,109,202
ILOC30500102,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,0,0,0,5,11,19
ILOC30500103,3,9,14,8,4,9,7,10,20,9,12,22,5,3,6,3,5,9,3,7,10,6,3,14,25,9,33,12,3,10,80,78,156
ILOC30500201,3,4,13,0,0,4,0,0,4,8,3,9,10,10,17,10,8,18,4,3,7,6,9,7,11,6,19,3,0,3,52,50,102
ILOC30500202,3,4,4,3,0,3,8,3,12,4,8,8,0,3,3,3,9,13,3,0,5,3,0,0,9,4,11,0,0,0,38,28,72
ILOC30500203,3,6,17,4,3,7,8,5,14,7,10,15,3,13,14,0,8,8,8,0,6,4,4,13,24,9,30,0,3,3,61,63,124
ILOC30500301,92,73,161,51,52,98,131,92,226,98,134,231,78,131,210,55,92,150,50,71,116,50,54,103,83,73,155,48,48,99,734,817,1558
ILOC30500302,44,59,102,24,24,44,65,83,143,38,50,87,38,54,86,23,35,67,26,33,57,33,19,49,79,36,110,21,15,33,399,398,791
ILOC30500401,10,16,26,3,4,4,18,13,25,8,9,9,3,15,13,7,8,14,7,10,17,3,9,15,49,18,65,5,4,5,108,88,195
ILOC30500402,15,19,32,4,4,5,18,13,31,9,11,23,6,8,20,9,9,16,6,11,15,11,4,12,60,21,75,6,8,12,146,102,243
ILOC30500403,16,17,39,7,17,30,12,15,27,8,14,16,4,13,21,3,11,19,16,17,28,8,9,18,61,25,82,10,15,24,147,153,300
ILOC30500404,17,20,34,24,13,33,93,96,191,23,38,58,20,44,66,25,35,61,15,13,32,0,13,15,8,16,30,46,31,74,276,315,591
ILOC30500501,39,42,90,27,25,50,46,43,93,57,53,115,37,37,74,21,47,64,17,25,42,21,20,40,62,46,106,165,9,175,501,346,844
ILOC30500502,73,66,142,30,31,59,80,85,168,76,83,157,54,76,126,41,90,134,38,61,97,40,36,75,75,64,144,38,35,73,547,633,1175
ILOC30500503,40,41,83,19,22,43,49,35,91,40,47,89,40,53,94,18,44,62,14,30,50,24,25,52,30,30,59,20,18,37,301,353,658
ILOC30500601,78,75,154,28,35,64,68,46,110,29,72,101,31,74,103,25,62,85,21,54,71,26,38,61,164,67,226,15,22,42,480,539,1017
ILOC30500602,8,5,14,4,3,6,12,13,19,10,9,19,16,7,24,6,10,10,3,3,9,3,0,8,9,6,20,4,0,5,82,52,133
ILOC30500603,31,41,67,8,20,30,19,30,46,15,17,39,13,20,38,5,31,34,5,17,24,3,13,16,89,35,130,10,3,13,208,223,434
ILOC30500701,3,4,12,0,6,6,4,3,10,0,0,0,0,0,0,3,6,6,0,3,3,3,5,3,19,8,20,0,0,0,29,30,57
ILOC30500702,12,24,37,0,10,12,0,7,7,3,12,16,0,4,9,0,11,15,4,9,12,6,7,10,60,13,68,3,3,10,96,108,204
ILOC30500703,4,20,27,0,3,4,9,9,21,3,3,5,3,11,10,0,3,6,4,9,15,7,3,11,67,24,92,3,4,8,103,88,189
ILOC30500801,3,13,16,4,0,9,8,9,16,8,12,22,8,8,19,0,11,10,7,5,10,6,0,6,6,3,9,7,0,9,60,61,118
ILOC30500802,6,7,15,0,3,6,3,8,9,8,7,13,3,3,5,9,9,19,3,0,3,7,0,3,9,3,16,5,4,5,45,53,100
ILOC30500803,22,10,33,0,10,12,12,8,22,11,16,25,18,16,32,6,17,25,9,12,23,10,8,16,16,15,33,6,16,20,114,126,243
ILOC30500901,25,36,59,6,26,33,21,35,57,16,29,45,13,32,47,10,40,50,7,29,40,28,19,43,72,33,107,6,5,9,205,293,494
ILOC30500902,5,12,24,8,7,11,25,17,42,15,27,40,9,24,32,5,9,18,15,6,19,9,6,18,17,17,32,10,14,22,119,144,262
ILOC30500903,140,170,308,75,70,151,207,193,399,117,182,300,108,177,278,73,123,202,91,127,215,100,104,209,271,198,469,61,59,121,1234,1408,2641
ILOC30500904,47,33,81,16,14,30,20,27,46,25,30,52,17,19,37,16,21,35,13,22,35,18,18,34,73,36,106,203,10,218,436,232,666
ILOC30500905,13,9,24,4,3,5,5,16,22,6,5,12,8,9,13,4,8,10,3,10,15,7,3,12,28,14,42,4,3,8,76,82,158
ILOC30500906,49,40,88,16,11,26,27,23,55,19,19,37,9,27,41,15,30,40,14,11,28,11,11,21,51,31,75,7,9,12,215,214,429
ILOC30600101,6,8,9,0,0,4,3,4,6,4,8,7,5,0,5,0,4,5,3,3,4,6,6,9,15,5,18,4,4,5,42,40,81
ILOC30600102,0,3,5,0,0,3,0,3,3,4,3,3,0,3,4,0,3,3,0,3,3,0,0,0,0,3,9,3,0,6,20,18,40
ILOC30600103,21,15,35,0,8,7,31,23,57,12,26,41,16,25,39,9,30,42,15,22,35,17,7,24,24,19,47,9,9,21,160,185,349
ILOC30600201,0,9,11,3,0,3,3,4,7,10,13,22,8,10,16,3,0,4,8,6,13,6,6,14,28,8,43,0,7,7,69,70,135
ILOC30600301,42,18,58,19,18,39,133,118,248,50,77,125,44,74,120,26,26,51,10,24,34,13,20,29,11,13,28,24,25,52,369,420,789
ILOC30600401,28,34,58,14,14,29,29,35,67,30,39,64,29,54,79,16,31,47,19,20,35,18,4,27,36,12,52,20,6,32,240,242,483
ILOC30600402,30,15,48,11,21,32,35,37,72,26,32,62,13,42,53,19,33,51,16,21,43,23,18,43,25,15,41,16,12,25,217,254,471
ILOC30600501,37,19,58,0,11,14,31,30,55,22,37,55,22,39,64,12,27,39,15,24,40,13,15,25,39,24,63,13,10,30,196,242,440
ILOC30600601,3,10,19,0,0,3,15,18,30,10,18,34,5,6,18,4,10,11,11,0,12,8,4,10,14,3,18,3,5,5,74,78,150
ILOC30600602,10,13,18,0,3,3,17,4,22,9,12,23,14,17,32,3,15,16,14,18,26,4,8,12,21,14,33,4,6,15,97,109,202
ILOC30600603,23,11,29,7,6,8,22,19,44,14,10,24,17,23,32,16,16,30,7,6,14,9,12,22,9,3,10,7,5,7,121,109,227
ILOC30600701,3,3,6,0,0,3,8,3,8,3,8,14,3,3,5,0,3,5,3,3,5,3,0,9,12,0,12,4,0,4,43,36,74
ILOC30600702,15,12,28,9,10,13,12,6,18,10,13,19,13,22,30,14,15,29,10,10,17,12,7,22,25,7,29,5,6,16,117,113,229
ILOC30600801,4,4,13,0,0,0,0,11,16,7,14,22,3,9,12,5,6,12,8,9,17,11,0,10,25,10,38,4,4,9,79,75,157
ILOC30600802,3,3,8,3,3,3,3,3,10,3,5,10,3,4,9,3,5,5,3,4,9,0,0,3,9,3,11,4,0,5,35,36,71
ILOC30600803,12,19,33,10,10,17,22,20,46,8,32,45,8,20,25,8,26,31,10,27,41,13,20,39,49,22,74,8,12,16,155,201,364
ILOC30600901,21,13,31,15,7,22,29,18,46,7,26,39,16,15,34,8,21,36,7,7,16,8,8,16,14,22,42,10,11,17,138,159,298
ILOC30601001,16,20,34,10,4,17,17,23,38,14,24,39,12,23,37,12,20,29,8,12,26,8,10,21,25,29,51,21,22,43,147,179,328
ILOC30601101,24,17,38,15,10,26,19,24,43,32,29,63,20,31,59,6,13,27,16,15,29,8,4,11,22,10,30,49,10,61,211,172,383
ILOC30601201,12,14,26,5,7,13,31,17,49,15,33,48,10,14,27,11,24,32,3,17,16,7,7,17,22,19,40,11,16,26,121,167,289
ILOC30601301,22,18,34,5,13,20,16,16,34,17,23,45,15,30,44,16,36,50,9,18,30,23,14,31,30,11,40,8,13,20,165,186,349
ILOC30601302,8,5,21,3,8,4,11,13,16,10,10,22,8,5,16,3,10,12,6,10,15,3,4,8,16,17,28,6,3,14,72,82,156
ILOC30601401,27,31,59,13,17,27,27,28,59,24,48,72,20,39,59,12,38,47,21,23,41,22,14,41,28,20,49,15,10,25,210,268,476
ILOC30601402,14,11,27,0,7,6,12,18,26,19,12,36,11,11,28,9,27,35,9,14,18,6,6,11,24,8,29,11,4,13,115,122,232
ILOC30601501,160,161,322,66,71,143,171,147,315,125,166,290,113,162,272,88,164,254,112,157,272,107,113,215,265,183,447,75,67,143,1287,1384,2675
ILOC30601601,19,25,40,6,6,15,8,11,16,8,15,22,9,11,20,8,17,27,4,5,12,11,7,18,42,23,60,3,0,3,121,119,238
ILOC30601602,21,32,53,3,10,17,17,16,28,7,24,27,8,14,23,13,21,29,10,10,26,20,18,33,31,13,51,3,10,11,142,157,303
ILOC30601701,10,10,20,0,8,12,17,15,25,7,11,17,10,10,20,4,14,14,9,6,16,11,7,12,23,7,38,0,5,4,89,94,179
ILOC30601702,5,12,13,0,0,0,8,7,14,4,4,9,4,6,6,3,13,15,4,0,8,12,0,14,9,6,12,0,0,5,50,51,97
ILOC30601703,7,3,7,0,0,3,0,3,5,3,4,6,4,9,7,3,3,3,3,8,7,3,0,4,12,0,12,3,0,3,39,27,63
ILOC30601801,15,19,32,3,6,9,16,22,39,14,14,29,12,10,22,3,18,23,9,18,27,5,4,15,19,16,40,6,6,11,100,133,241
ILOC30601802,3,7,9,0,4,9,4,11,14,0,6,7,3,4,7,3,0,4,6,7,10,9,4,14,13,4,23,0,0,7,52,47,95
ILOC30601803,14,10,25,3,4,10,10,12,26,7,12,24,12,14,26,4,9,18,3,4,7,5,3,9,12,11,16,5,8,14,88,80,169
ILOC30601804,12,15,25,0,3,3,10,11,23,17,12,26,6,8,17,0,9,13,3,12,9,9,6,18,16,12,29,5,0,5,82,85,165
ILOC30700101,5,12,17,3,3,13,6,10,20,5,10,19,9,11,14,4,11,13,12,9,16,11,4,15,10,8,21,7,10,16,73,83,156
ILOC30700102,23,10,27,3,8,6,7,14,27,12,13,21,11,19,23,11,18,31,3,16,17,4,8,12,25,21,44,23,19,41,117,129,245
ILOC30700103,0,0,4,0,0,3,0,6,3,3,0,4,3,0,5,0,0,0,0,0,0,0,0,0,3,4,6,27,23,47,33,29,71
ILOC30700104,58,38,96,8,17,26,31,29,57,10,19,33,14,31,41,25,29,53,25,39,62,27,28,54,99,115,213,85,86,165,378,428,808
ILOC30700105,43,32,69,9,9,21,35,26,61,19,30,42,27,34,58,16,29,47,18,23,40,22,27,56,34,52,90,41,50,91,268,302,568
ILOC30700201,10,8,14,0,3,4,19,17,34,0,13,14,3,0,3,4,4,12,0,8,6,0,3,9,0,0,7,26,21,45,71,76,147
ILOC30700202,0,4,3,0,0,0,9,5,11,0,3,4,0,5,6,9,16,16,4,6,10,0,0,0,4,7,8,17,17,25,49,50,96
ILOC30700203,9,7,14,4,9,18,38,21,57,13,12,22,6,5,15,3,13,19,7,5,18,6,3,11,6,3,10,10,14,29,104,103,212
ILOC30700301,21,9,35,12,7,14,72,44,121,23,32,57,17,25,35,20,41,62,14,20,29,5,9,13,18,13,28,16,10,28,213,217,428
ILOC30700302,8,4,13,0,3,3,17,7,28,10,7,14,4,17,21,3,9,10,8,3,10,4,5,6,4,4,4,11,8,15,65,56,126
ILOC30700303,8,4,8,0,4,4,30,11,37,3,9,17,0,5,5,12,9,26,6,3,14,3,4,9,3,3,3,3,8,15,61,66,133
ILOC30700304,8,3,7,0,0,0,13,16,29,11,18,27,5,16,18,5,7,17,4,8,16,4,8,9,7,6,16,12,12,25,74,89,166
ILOC30700401,7,7,14,3,4,6,26,15,43,10,15,24,3,13,18,5,18,18,6,7,15,9,4,16,3,3,5,20,18,33,93,103,192
ILOC30700402,4,5,11,0,0,3,15,8,23,3,8,5,6,12,20,9,14,23,8,0,7,6,0,6,10,0,11,4,0,4,63,54,109
ILOC30700403,10,5,17,3,0,5,31,23,53,4,6,14,8,9,16,6,7,18,7,8,8,9,5,12,0,5,6,3,0,3,80,68,150
ILOC30700404,10,7,15,0,4,7,30,19,55,11,13,25,6,11,17,3,13,13,4,6,9,5,3,11,9,3,12,0,0,4,84,80,162
ILOC30700501,6,0,8,0,3,8,35,17,54,13,19,31,7,17,32,7,11,17,5,8,12,0,0,0,3,7,14,33,12,46,117,98,223
ILOC30700502,8,12,18,4,4,8,46,42,84,7,15,21,6,13,19,16,16,25,7,8,17,3,6,14,9,5,10,46,28,76,160,140,304
ILOC30700503,4,0,6,0,0,0,5,3,7,6,3,6,0,6,6,0,3,3,3,0,0,0,3,6,6,0,6,0,0,3,23,17,45
ILOC30800101,35,42,73,16,19,36,47,28,77,40,44,89,30,44,75,18,34,55,29,40,64,25,28,56,87,30,119,16,22,45,356,334,689
