ILOC_CODE_2016,HH_IN_P_1_f_hh_C_f_n_c_N_u_1,HH_IN_P_1_f_hh_C_f_n_c_N_u_2,HH_IN_P_1_f_hh_C_f_n_c_N_u_3,HH_IN_P_1_f_hh_C_f_n_c_N_u_4,HH_IN_P_1_f_hh_C_f_n_c_N_u_5,HH_IN_P_1_f_h_C_f_n_c_N_u_6ov,HH_IN_P_1_f_hh_C_f_no_ch_Tot,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_1,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_2,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_3,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_4,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_5,HH_I_P_1_f_h_C_f_ch_Nu_ur_6ov,HH_IN_PE_1_fa_hh_Co_fa_ch_Tot,HH_IN_P_1_f_h_1_pa_f_Nu_ur_1,HH_IN_P_1_f_h_1_pa_f_Nu_ur_2,HH_IN_P_1_f_h_1_pa_f_Nu_ur_3,HH_IN_P_1_f_h_1_pa_f_Nu_ur_4,HH_IN_P_1_f_h_1_pa_f_Nu_ur_5,HH_IN_P_1_f_h_1_pa_f_N_ur_6ov,HH_IN_P_1_f_h_1_pa_f_Tot,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_1,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_2,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_3,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_4,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_5,HH_IN_P_1_fa_hh_Ot_f_N_ur_6ov,HH_IN_PE_1_fa_hh_Other_fa_Tot,HH_IN_PE_1_fa_hh_Tot_Nu_ur_1,HH_IN_PE_1_fa_hh_Tot_Nu_ur_2,HH_IN_PE_1_fa_hh_Tot_Nu_ur_3,HH_IN_PE_1_fa_hh_Tot_Nu_ur_4,HH_IN_PE_1_fa_hh_Tot_Nu_ur_5,HH_IN_PE_1_fa_hh_Tot_N_ur_6ov,HH_IN_PE_1_fa_hh_Tot_Tot,HHD_IN_PE_Mu_fa_hhd_Nu_ur_1,HHD_IN_PE_Mu_fa_hhd_Nu_ur_2,HHD_IN_PE_Mu_fa_hhd_Nu_ur_3,HHD_IN_PE_Mu_fa_hhd_Nu_ur_4,HHD_IN_PE_Mu_fa_hhd_Nu_ur_5,HHD_IN_PE_Mu_fa_hhd_N_ur_6ov,HHD_IN_PE_Mu_fa_hhd_Tot,HHD_IN_PE_TotFa_hhd_Nu_ur_1,HHD_IN_PE_TotFa_hhd_Nu_ur_2,HHD_IN_PE_TotFa_hhd_Nu_ur_3,HHD_IN_PE_TotFa_hhd_Nu_ur_4,HHD_IN_PE_TotFa_hhd_Nu_ur_5,HHD_IN_PE_TotFa_hhd_N_ur_6ov,HHD_IN_PE_TotFa_hhd_Tot,HHD_IN_PE_Lo_per_hhd_Nu_ur_1,HHD_IN_PE_Lo_per_hhd_Nu_ur_2,HHD_IN_PE_Lo_per_hhd_Nu_ur_3,HHD_IN_PE_Lo_per_hhd_Nu_ur_4,HHD_IN_PE_Lo_per_hhd_Nu_ur_5,HHD_IN_PE_Lo_per_hhd_N_ur_6ov,HHD_IN_PE_Lo_per_hhd_Tot,HHD_IN_PE_Gr_hh_Nu_ur_1,HHD_IN_PE_Gr_hh_Nu_ur_2,HHD_IN_PE_Gr_hh_Nu_ur_3,HHD_IN_PE_Gr_hh_Nu_ur_4,HHD_IN_PE_Gr_hh_Nu_ur_5,HHD_IN_PE_Gr_hh_N_ur_6ov,HHD_IN_PE_Gr_hh_Tot,HHD_IN_PE_Tot_Nu_ur_1,HHD_IN_PE_Tot_Nu_ur_2,HHD_IN_PE_Tot_Nu_ur_3,HHD_IN_PE_Tot_Nu_ur_4,HHD_IN_PE_Tot_Nu_ur_5,HHD_IN_PE_Tot_Nu_ur_6_more,HHD_IN_PE_Tot_Tot,OT_HH_1_f_hh_C_f_no_c_Nu_ur_1,OT_HH_1_f_hh_C_f_no_c_Nu_ur_2,OT_HH_1_f_hh_C_f_no_c_Nu_ur_3,OT_HH_1_f_hh_C_f_no_c_Nu_ur_4,OT_HH_1_f_hh_C_f_no_c_Nu_ur_5,OT_HH_1_f_hh_C_f_n_c_N_ur_6ov,OT_HH_1_f_hh_C_f_no_c_Tot,OT_HH_1_f_hh_C_f_ch_Nu_ur_1,OT_HH_1_f_hh_C_f_ch_Nu_ur_2,OT_HH_1_f_hh_C_f_ch_Nu_ur_3,OT_HH_1_f_hh_C_f_ch_Nu_ur_4,OT_HH_1_f_hh_C_f_ch_Nu_ur_5,OT_HH_1_f_hh_C_f_ch_N_ur_6ov,OT_HH_1_f_hh_C_f_with_ch_Tot,OT_HH_1_f_hh_1_pa_f_Nu_ur_1,OT_HH_1_f_hh_1_pa_f_Nu_ur_2,OT_HH_1_f_hh_1_pa_f_Nu_ur_3,OT_HH_1_f_hh_1_pa_f_Nu_ur_4,OT_HH_1_f_hh_1_pa_f_Nu_ur_5,OT_HH_1_f_hh_1_pa_f_N_ur_6ov,OT_HH_1_f_hh_1_parent_f_Tot,OT_HH_One_fa_hh_Ot_fa_Nu_ur_1,OT_HH_One_fa_hh_Ot_fa_Nu_ur_2,OT_HH_One_fa_hh_Ot_fa_Nu_ur_3,OT_HH_One_fa_hh_Ot_fa_Nu_ur_4,OT_HH_One_fa_hh_Ot_fa_Nu_ur_5,OT_HH_1_fa_hh_Ot_fa_N_ur_6ov,OT_HH_One_fa_hhd_Other_fa_Tot,OT_HH_One_fa_hhd_Tot_Nu_ur_1,OT_HH_One_fa_hhd_Tot_Nu_ur_2,OT_HH_One_fa_hhd_Tot_Nu_ur_3,OT_HH_One_fa_hhd_Tot_Nu_ur_4,OT_HH_One_fa_hhd_Tot_Nu_ur_5,OT_HH_One_fa_hhd_Tot_N_ur_6ov,OT_HH_One_fa_hhd_Tot_Tot,OT_HH_Multiple_fa_hhd_Nu_ur_1,OT_HH_Multiple_fa_hhd_Nu_ur_2,OT_HH_Multiple_fa_hhd_Nu_ur_3,OT_HH_Multiple_fa_hhd_Nu_ur_4,OT_HH_Multiple_fa_hhd_Nu_ur_5,OT_HH_Multiple_fa_hh_Nu_u_6ov,OT_HH_Multiple_fa_hhd_Tot,OT_HH_TotFa_hhd_Nu_ur_1,OT_HH_TotFa_hhd_Nu_ur_2,OT_HH_TotFa_hhd_Nu_ur_3,OT_HH_TotFa_hhd_Nu_ur_4,OT_HH_TotFa_hhd_Nu_ur_5,OT_HH_TotFa_hhd_Nu_ur_6_more,OT_HH_TotFa_hhd_Tot,OT_HH_Lo_per_hhd_Nu_ur_1,OT_HH_Lo_per_hhd_Nu_ur_2,OT_HH_Lo_per_hhd_Nu_ur_3,OT_HH_Lo_per_hhd_Nu_ur_4,OT_HH_Lo_per_hhd_Nu_ur_5,OT_HH_Lo_per_hh_Nu_ur_6ov,OT_HH_Lo_per_hhd_Tot,OT_HH_Gr_hh_Nu_ur_1,OT_HH_Gr_hh_Nu_ur_2,OT_HH_Gr_hh_Nu_ur_3,OT_HH_Gr_hh_Nu_ur_4,OT_HH_Gr_hh_Nu_ur_5,OT_HH_Gr_hh_Nu_u_6ov,OT_HH_Gr_hh_Tot,OT_HH_Tot_Nu_ur_1,OT_HH_Tot_Nu_ur_2,OT_HH_Tot_Nu_ur_3,OT_HH_Tot_Nu_ur_4,OT_HH_Tot_Nu_ur_5,OT_HH_Tot_Nu_ur_6_more,OT_HH_Tot_Tot
ILOC10200802,..,28,3,0,0,0,32,..,..,17,14,5,4,41,..,0,3,6,0,0,12,..,0,0,0,0,0,0,..,30,27,21,5,4,92,..,..,..,0,0,0,3,..,30,27,21,6,9,94,31,..,..,..,..,..,31,..,3,0,0,0,0,3,31,36,27,21,6,9,128,..,360,5,0,0,0,368,..,..,142,135,111,33,421,..,33,30,15,0,0,72,..,10,4,0,0,0,13,..,404,184,152,110,36,878,..,..,..,9,3,5,22,..,404,184,159,114,39,899,313,..,..,..,..,..,313,..,13,5,0,0,0,22,313,415,189,159,114,39,1230
ILOC10200803,..,3,0,0,0,0,5,..,..,4,3,3,4,15,..,0,0,0,0,5,5,..,0,0,0,0,0,0,..,7,4,3,6,7,29,..,..,..,0,0,0,0,..,7,4,3,6,8,27,11,..,..,..,..,..,11,..,0,0,0,0,0,0,11,5,4,3,6,8,37,..,29,0,0,0,0,29,..,..,3,8,3,3,15,..,8,3,0,0,0,11,..,3,0,0,0,0,3,..,41,8,8,3,3,62,..,..,..,0,0,0,0,..,41,8,8,3,3,62,65,..,..,..,..,..,65,..,3,0,0,0,0,3,65,43,8,8,3,3,134
ILOC10200804,..,0,0,0,0,0,0,..,..,0,3,0,3,10,..,9,3,5,3,0,17,..,0,0,0,0,0,0,..,6,3,8,3,9,31,..,..,..,0,3,4,7,..,6,3,8,6,14,39,7,..,..,..,..,..,7,..,0,0,0,0,0,0,7,6,3,8,6,14,51,..,16,0,0,0,0,16,..,..,3,0,4,0,9,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,20,3,0,4,0,26,..,..,..,0,0,0,0,..,20,3,0,4,0,26,13,..,..,..,..,..,13,..,0,0,0,0,0,0,13,20,3,0,4,0,42
ILOC10200901,..,57,4,3,0,0,66,..,..,40,41,31,15,133,..,46,44,32,11,5,139,..,5,0,0,0,0,5,..,108,93,78,39,27,343,..,..,..,7,0,6,7,..,108,93,83,39,28,346,77,..,..,..,..,..,77,..,16,0,0,0,0,18,77,122,89,83,39,28,445,..,857,22,0,0,0,877,..,..,339,393,166,58,955,..,196,132,53,18,13,400,..,18,8,0,0,0,26,..,1068,502,445,179,70,2261,..,..,..,12,5,10,29,..,1068,502,453,191,84,2293,1066,..,..,..,..,..,1066,..,102,13,3,0,0,115,1066,1166,509,460,191,84,3472
ILOC10200902,..,26,5,0,0,0,29,..,..,23,28,10,7,62,..,8,11,9,4,0,31,..,0,0,0,0,0,0,..,39,37,32,10,6,129,..,..,..,3,0,0,3,..,39,37,33,16,6,131,11,..,..,..,..,..,11,..,3,0,0,0,0,7,11,36,42,33,16,6,149,..,487,16,3,0,0,500,..,..,173,228,125,35,564,..,67,62,25,14,3,168,..,7,0,0,0,0,9,..,564,254,255,138,41,1249,..,..,..,4,3,10,17,..,564,254,261,142,52,1267,390,..,..,..,..,..,390,..,40,0,0,0,0,44,390,603,253,258,142,52,1697
ILOC10201001,..,40,7,0,0,0,48,..,..,19,37,23,6,78,..,28,20,22,13,8,85,..,5,0,0,0,0,3,..,71,47,52,37,10,219,..,..,..,4,3,5,11,..,71,47,53,42,17,227,52,..,..,..,..,..,52,..,9,0,0,0,0,16,52,82,51,57,43,17,296,..,452,15,0,0,0,471,..,..,150,160,75,33,420,..,80,53,15,4,3,153,..,15,0,0,0,0,15,..,542,210,177,78,33,1046,..,..,..,3,3,0,8,..,542,210,179,84,38,1055,539,..,..,..,..,..,539,..,43,3,0,0,0,49,539,592,218,179,84,38,1647
ILOC10201002,..,33,3,0,0,0,37,..,..,23,26,18,13,83,..,14,13,10,4,3,53,..,0,0,0,0,0,0,..,47,36,39,28,18,170,..,..,..,0,3,3,7,..,47,36,37,26,23,175,38,..,..,..,..,..,38,..,14,0,0,0,0,13,38,65,41,37,26,23,230,..,614,14,0,0,0,629,..,..,182,214,117,54,562,..,79,33,23,7,0,147,..,14,0,0,0,0,14,..,704,228,238,120,55,1355,..,..,..,6,12,13,33,..,704,228,249,136,69,1381,448,..,..,..,..,..,448,..,30,3,0,0,0,38,448,739,229,247,136,69,1867
ILOC10201003,..,19,0,0,0,0,20,..,..,7,13,8,0,27,..,9,14,9,8,3,48,..,0,0,0,0,0,0,..,31,25,20,12,6,93,..,..,..,0,0,0,6,..,31,25,19,11,8,99,34,..,..,..,..,..,34,..,8,0,0,0,0,8,34,42,25,19,11,8,139,..,107,3,0,0,0,111,..,..,32,52,21,12,111,..,15,13,10,3,0,36,..,3,0,0,0,0,4,..,122,48,57,24,12,266,..,..,..,3,0,0,5,..,122,48,58,26,12,266,166,..,..,..,..,..,166,..,6,0,0,0,0,6,166,131,48,58,26,12,447
ILOC10201101,..,221,31,4,0,0,261,..,..,160,187,113,80,536,..,166,203,141,65,44,609,..,18,7,3,3,0,31,..,409,401,329,184,118,1444,..,..,..,10,17,23,51,..,409,401,345,198,146,1496,305,..,..,..,..,..,305,..,77,14,3,0,0,97,305,481,418,345,197,146,1896,..,3518,124,18,3,0,3667,..,..,1148,1334,587,200,3268,..,736,479,184,55,26,1483,..,122,12,4,0,0,139,..,4379,1764,1545,649,231,8557,..,..,..,37,23,46,111,..,4379,1764,1582,676,274,8670,4013,..,..,..,..,..,4013,..,342,59,18,7,20,447,4013,4719,1826,1598,678,294,13131
ILOC10201102,..,121,10,0,0,0,131,..,..,59,74,54,30,222,..,33,35,31,16,5,122,..,3,5,0,0,0,10,..,160,112,103,70,40,486,..,..,..,3,5,14,19,..,160,112,110,72,53,506,67,..,..,..,..,..,67,..,23,6,0,0,0,29,67,185,113,110,72,53,604,..,1904,60,3,3,0,1969,..,..,593,714,359,122,1782,..,246,164,50,24,7,497,..,36,9,0,0,0,47,..,2195,828,769,382,129,4301,..,..,..,23,19,32,77,..,2195,828,786,404,160,4374,1569,..,..,..,..,..,1569,..,100,8,0,0,0,112,1569,2294,839,789,405,160,6055
ILOC10201201,..,0,0,0,0,0,3,..,..,0,0,0,3,3,..,0,0,4,0,6,17,..,0,0,0,0,0,0,..,3,3,4,3,6,16,..,..,..,0,0,0,0,..,3,3,4,4,6,19,9,..,..,..,..,..,9,..,0,0,0,0,0,0,9,0,3,4,4,6,29,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC10201202,..,27,3,0,0,0,28,..,..,15,17,9,7,39,..,11,16,4,3,3,42,..,0,0,0,0,0,0,..,41,35,21,11,10,113,..,..,..,3,0,0,3,..,41,35,27,11,10,121,27,..,..,..,..,..,27,..,3,0,0,0,0,3,27,43,35,27,11,10,150,..,853,17,0,0,0,873,..,..,152,154,85,39,431,..,105,54,27,10,0,197,..,17,3,0,0,0,19,..,975,225,186,90,41,1514,..,..,..,12,11,5,21,..,975,225,199,99,43,1539,909,..,..,..,..,..,909,..,55,3,0,0,0,62,909,1032,230,200,99,43,2507
ILOC10201301,..,68,0,0,0,0,70,..,..,47,45,25,16,129,..,29,26,20,4,0,74,..,3,0,0,0,0,4,..,94,72,62,26,16,280,..,..,..,0,0,3,4,..,94,72,65,32,24,284,46,..,..,..,..,..,46,..,11,3,0,0,0,14,46,104,79,65,32,24,349,..,1419,35,0,0,0,1453,..,..,417,538,291,82,1333,..,217,133,54,17,0,417,..,27,0,0,0,0,30,..,1665,583,593,305,88,3238,..,..,..,12,8,12,33,..,1665,583,602,319,104,3273,1423,..,..,..,..,..,1423,..,99,23,4,3,0,126,1423,1759,610,607,322,104,4820
ILOC10201401,..,28,0,0,0,0,28,..,..,15,22,8,9,56,..,20,11,11,5,3,50,..,3,4,0,0,0,4,..,44,30,35,16,10,143,..,..,..,3,0,4,5,..,44,30,35,15,9,145,27,..,..,..,..,..,27,..,3,0,0,0,0,3,27,49,30,35,15,9,174,..,631,19,0,0,0,648,..,..,156,222,100,35,506,..,80,32,20,11,3,150,..,14,0,0,0,0,10,..,723,203,238,110,35,1319,..,..,..,5,4,3,13,..,723,203,251,110,42,1335,546,..,..,..,..,..,546,..,44,0,0,0,0,44,546,770,203,251,110,42,1924
ILOC10201402,..,9,0,0,0,0,14,..,..,12,10,3,0,25,..,13,10,4,3,0,30,..,0,0,0,0,0,0,..,20,18,18,9,3,65,..,..,..,0,0,0,0,..,20,18,18,9,7,71,24,..,..,..,..,..,24,..,4,0,0,0,0,4,24,28,18,18,9,7,96,..,403,3,0,0,0,407,..,..,106,108,69,13,289,..,32,20,6,0,0,65,..,5,0,0,0,0,5,..,441,122,114,73,13,767,..,..,..,3,0,4,9,..,441,122,119,74,18,774,345,..,..,..,..,..,345,..,22,0,0,0,0,21,345,462,122,119,74,18,1142
ILOC10300101,..,36,3,0,0,0,39,..,..,14,21,16,14,64,..,23,18,12,10,7,68,..,7,0,0,0,0,11,..,59,38,31,24,24,182,..,..,..,0,0,5,8,..,59,38,31,25,26,188,54,..,..,..,..,..,54,..,3,0,0,0,0,3,54,66,40,31,25,26,241,..,90,3,0,0,0,95,..,..,28,25,22,0,74,..,17,14,0,0,0,31,..,0,0,0,0,0,0,..,107,45,29,21,0,197,..,..,..,0,0,0,0,..,107,45,29,22,0,202,135,..,..,..,..,..,135,..,6,0,0,0,0,6,135,110,45,29,22,0,342
ILOC10300102,..,10,0,0,0,0,10,..,..,3,4,3,5,15,..,0,3,0,3,0,7,..,0,0,0,0,0,0,..,15,9,6,8,5,37,..,..,..,0,0,0,3,..,15,9,6,9,6,43,9,..,..,..,..,..,9,..,7,0,0,0,0,7,9,18,9,6,9,6,62,..,59,0,0,0,0,59,..,..,15,23,7,10,52,..,8,3,0,0,0,11,..,0,0,0,0,0,0,..,65,21,23,7,10,118,..,..,..,0,0,0,3,..,65,21,23,7,11,123,70,..,..,..,..,..,70,..,3,0,0,0,0,3,70,61,21,23,7,11,187
ILOC10300201,..,27,5,0,0,0,36,..,..,8,9,8,7,25,..,20,16,7,11,3,58,..,5,3,0,0,0,12,..,58,34,16,16,12,131,..,..,..,0,3,8,10,..,58,34,15,16,18,135,36,..,..,..,..,..,36,..,9,0,0,0,0,9,36,68,34,15,16,18,181,..,24,0,0,0,0,22,..,..,3,7,3,0,11,..,3,3,0,0,0,5,..,0,0,0,0,0,0,..,27,11,7,3,0,43,..,..,..,0,0,0,0,..,27,11,7,3,0,43,48,..,..,..,..,..,48,..,4,0,0,0,0,3,48,30,7,7,3,0,101
ILOC10300202,..,11,0,0,0,0,11,..,..,4,7,4,8,19,..,7,9,6,3,0,29,..,4,0,0,0,0,4,..,27,12,7,9,7,65,..,..,..,3,0,5,7,..,27,12,10,14,12,73,21,..,..,..,..,..,21,..,3,0,0,0,0,3,21,30,12,10,14,12,102,..,40,0,0,0,0,40,..,..,10,13,3,0,30,..,0,0,0,0,0,3,..,0,0,0,0,0,0,..,43,8,13,3,0,70,..,..,..,0,0,0,0,..,43,8,13,3,3,71,32,..,..,..,..,..,32,..,0,0,0,0,0,3,32,44,11,13,3,3,105
ILOC10300203,..,8,0,0,0,0,11,..,..,0,3,0,3,11,..,6,9,0,0,0,16,..,0,0,0,0,0,0,..,17,8,4,4,3,37,..,..,..,0,0,3,4,..,17,8,4,8,5,41,18,..,..,..,..,..,18,..,0,0,0,0,0,0,18,16,8,4,8,5,54,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,8,..,..,..,..,..,8,..,0,0,0,0,0,0,8,0,0,0,0,0,10
ILOC10300301,..,52,0,0,0,0,53,..,..,20,36,19,15,87,..,15,17,4,3,0,43,..,3,0,0,0,0,3,..,69,35,45,25,15,189,..,..,..,0,0,0,6,..,69,35,44,28,20,192,56,..,..,..,..,..,56,..,11,0,0,0,0,15,56,78,37,44,28,20,258,..,397,18,0,0,0,410,..,..,111,148,76,28,367,..,77,19,12,0,0,109,..,8,0,0,0,0,8,..,478,144,164,79,31,898,..,..,..,0,3,0,6,..,478,144,164,83,33,899,439,..,..,..,..,..,439,..,22,0,0,0,0,20,439,498,148,164,83,33,1363
ILOC10300302,..,0,0,0,0,0,0,..,..,0,0,0,0,3,..,0,0,4,0,0,5,..,0,0,0,0,0,3,..,3,3,4,0,0,15,..,..,..,0,0,0,0,..,3,3,4,0,4,13,5,..,..,..,..,..,5,..,0,0,0,0,0,0,5,3,3,4,0,4,23,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC10300401,..,52,7,0,0,0,57,..,..,22,34,12,11,73,..,24,54,16,11,13,117,..,3,0,0,0,0,8,..,84,79,47,23,25,261,..,..,..,0,3,6,13,..,84,79,47,26,32,268,59,..,..,..,..,..,59,..,9,0,0,0,0,9,59,94,79,47,26,32,340,..,135,0,0,0,0,137,..,..,32,25,9,3,70,..,24,10,3,0,0,30,..,3,0,0,0,0,4,..,161,41,33,9,4,247,..,..,..,0,0,0,0,..,161,41,33,9,10,249,230,..,..,..,..,..,230,..,11,0,0,0,0,14,230,170,42,33,9,10,495
ILOC10300402,..,4,0,0,0,0,4,..,..,4,4,5,3,13,..,0,0,0,0,0,5,..,0,0,0,0,0,0,..,9,12,4,5,3,31,..,..,..,0,0,0,0,..,9,12,4,7,3,27,12,..,..,..,..,..,12,..,0,0,0,0,0,0,12,6,12,4,7,3,44,..,131,7,0,0,0,141,..,..,30,33,23,10,95,..,10,3,6,0,0,12,..,0,0,0,0,0,0,..,139,38,36,23,10,248,..,..,..,0,0,0,0,..,139,38,36,23,11,249,87,..,..,..,..,..,87,..,6,0,0,0,0,6,87,148,38,36,23,11,343
ILOC10300403,..,9,0,0,0,0,4,..,..,0,4,4,0,9,..,9,9,3,6,3,26,..,3,0,0,0,0,3,..,14,5,11,10,3,44,..,..,..,0,0,0,0,..,14,5,12,6,3,50,14,..,..,..,..,..,14,..,0,0,0,0,0,0,14,16,5,12,6,3,64,..,25,0,0,0,0,23,..,..,7,0,0,0,7,..,7,0,0,0,0,9,..,0,0,0,0,0,0,..,31,7,0,0,0,44,..,..,..,0,0,0,0,..,31,7,0,0,0,44,30,..,..,..,..,..,30,..,3,0,0,0,0,3,30,38,7,3,0,0,83
ILOC10300501,..,71,3,0,0,0,74,..,..,55,60,38,23,174,..,66,77,40,23,7,211,..,11,0,0,0,0,11,..,149,135,102,61,32,474,..,..,..,0,6,10,15,..,149,135,98,65,40,487,117,..,..,..,..,..,117,..,25,0,0,0,0,25,117,173,135,98,62,40,629,..,1749,46,0,0,0,1797,..,..,525,498,189,73,1286,..,410,227,99,28,8,770,..,57,3,3,0,0,62,..,2216,803,604,216,86,3922,..,..,..,20,20,15,53,..,2216,803,621,237,104,3977,2418,..,..,..,..,..,2418,..,142,13,3,0,0,159,2418,2359,813,625,237,104,6556
ILOC10300502,..,10,0,0,0,0,15,..,..,3,0,4,0,10,..,3,7,4,0,0,11,..,4,0,0,0,0,4,..,19,14,5,4,0,41,..,..,..,0,0,0,0,..,19,14,5,4,3,42,23,..,..,..,..,..,23,..,0,0,0,0,0,0,23,20,15,5,4,3,64,..,103,4,0,0,0,114,..,..,37,51,14,20,125,..,5,8,3,3,0,19,..,0,0,0,0,0,3,..,115,52,55,19,23,259,..,..,..,3,0,3,9,..,115,52,56,19,23,263,144,..,..,..,..,..,144,..,9,0,0,0,0,6,144,125,49,56,19,23,420
ILOC10300503,..,10,0,0,0,0,10,..,..,3,11,3,4,19,..,9,4,4,4,4,30,..,0,0,0,0,0,0,..,22,13,15,6,3,60,..,..,..,0,0,0,0,..,22,13,15,6,7,60,11,..,..,..,..,..,11,..,3,0,0,0,0,3,11,29,13,15,6,7,71,..,26,0,0,0,0,26,..,..,0,0,3,0,4,..,0,0,0,0,0,4,..,0,0,0,0,0,0,..,26,3,3,3,0,37,..,..,..,0,0,0,0,..,26,3,3,3,0,37,57,..,..,..,..,..,57,..,0,0,0,0,0,0,57,26,0,3,3,0,91
ILOC10300504,..,6,0,0,3,0,11,..,..,13,10,3,8,34,..,10,11,14,3,4,36,..,0,0,0,0,0,0,..,16,22,18,6,12,82,..,..,..,0,3,3,4,..,16,22,18,8,19,87,25,..,..,..,..,..,25,..,0,0,0,0,0,3,25,18,28,16,8,19,111,..,11,0,0,0,0,11,..,..,3,0,0,0,8,..,3,0,0,0,0,3,..,0,0,0,0,0,0,..,15,3,0,0,0,20,..,..,..,0,0,0,0,..,15,3,0,0,0,20,23,..,..,..,..,..,23,..,0,0,0,0,0,0,23,13,3,0,0,0,52
ILOC10300601,..,7,0,0,0,0,7,..,..,8,6,3,8,22,..,5,10,4,0,3,28,..,3,0,0,0,0,3,..,14,17,5,8,8,54,..,..,..,0,0,0,3,..,14,17,10,8,7,58,9,..,..,..,..,..,9,..,5,0,0,0,0,3,9,20,22,10,8,7,70,..,20,0,0,0,0,20,..,..,5,3,0,3,9,..,0,0,0,0,0,3,..,0,0,0,0,0,0,..,21,5,3,0,3,38,..,..,..,0,0,0,0,..,21,5,3,0,3,39,45,..,..,..,..,..,45,..,0,0,0,0,0,0,45,28,5,3,0,3,78
ILOC10300602,..,3,0,0,0,0,3,..,..,0,0,0,3,3,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,3,9,..,..,..,0,0,5,5,..,0,0,0,0,3,12,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,0,0,0,0,3,16,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC10300603,..,26,3,0,0,0,30,..,..,5,12,6,3,30,..,21,12,15,0,0,51,..,8,0,0,0,0,8,..,56,19,24,9,7,113,..,..,..,0,0,4,3,..,56,19,28,9,11,117,52,..,..,..,..,..,52,..,3,0,0,0,0,3,52,56,19,28,9,11,174,..,90,3,0,0,0,100,..,..,19,12,3,4,45,..,25,14,5,0,0,41,..,9,0,0,0,0,6,..,123,37,22,3,8,189,..,..,..,0,0,0,0,..,123,37,22,3,8,192,203,..,..,..,..,..,203,..,12,0,0,0,0,12,203,140,37,22,3,8,407
ILOC10300605,..,24,0,3,0,0,30,..,..,6,17,7,9,38,..,18,33,22,14,13,97,..,11,0,3,0,0,12,..,55,43,43,22,21,188,..,..,..,4,3,6,10,..,55,43,44,28,28,196,53,..,..,..,..,..,53,..,6,0,0,0,0,6,53,62,43,44,28,28,254,..,64,0,0,0,0,70,..,..,18,22,6,9,58,..,8,8,0,0,0,15,..,0,0,0,0,0,3,..,77,23,25,6,9,140,..,..,..,0,0,0,0,..,77,23,25,6,6,142,94,..,..,..,..,..,94,..,5,0,0,0,0,6,94,78,31,25,6,6,240
ILOC10300607,..,20,0,0,0,0,26,..,..,15,11,9,9,39,..,10,6,6,3,4,29,..,0,0,0,0,0,3,..,28,24,13,14,10,92,..,..,..,0,0,0,3,..,28,24,15,16,9,93,34,..,..,..,..,..,34,..,10,0,0,0,0,9,34,36,27,15,15,9,133,..,256,10,0,0,0,267,..,..,53,61,35,18,172,..,34,18,9,3,0,57,..,0,0,0,0,0,3,..,291,83,74,42,18,503,..,..,..,3,0,5,5,..,291,83,77,39,19,515,365,..,..,..,..,..,365,..,33,0,0,0,0,37,365,328,85,77,41,19,912
ILOC10400101,..,5,0,0,0,0,7,..,..,0,3,0,0,6,..,5,4,3,0,0,20,..,0,3,0,0,0,6,..,18,7,12,3,3,43,..,..,..,0,0,3,4,..,18,7,12,4,4,44,12,..,..,..,..,..,12,..,0,0,0,0,0,3,12,19,12,12,4,4,56,..,136,0,3,0,0,139,..,..,31,47,23,14,117,..,22,17,4,3,0,44,..,3,0,0,0,0,4,..,161,56,50,24,14,311,..,..,..,0,0,5,8,..,161,56,53,25,18,316,107,..,..,..,..,..,107,..,17,0,0,0,0,18,107,179,58,53,25,18,448
