ILOC_CODE_2016,PreSch_Indig_M,PreSch_Indig_F,PreSch_Indig_P,PreSch_NonInd_M,PreSch_NonInd_F,PreSch_NonInd_P,PreSch_Indig_st_nsM,PreSch_Indig_st_nsF,PreSch_Indig_st_nsP,PreSch_TotM,PreSch_TotF,PreSch_TotP,InfPrim_Indig_M,InfPrim_Indig_F,InfPrim_Indig_P,InfPrim_NonInd_M,InfPrim_NonInd_F,InfPrim_NonInd_P,InfPrim_Indig_st_nsM,InfPrim_Indig_st_nsF,InfPrim_Indig_st_nsP,InfPrim_TotM,InfPrim_TotF,InfPrim_TotP,Sec_Indig_M,Sec_Indig_F,Sec_Indig_P,Sec_NonInd_M,Sec_NonInd_F,Sec_NonInd_P,Sec_Indig_st_nsM,Sec_Indig_st_nsF,Sec_Indig_st_nsP,Sec_TotM,Sec_TotF,Sec_TotP,TFEI_FT_St_15_24_In_M,TFEI_FT_St_15_24_Id_F,TFEI_FT_St_15_24_Id_P,TFEI_FT_St_15_24_No_Id_M,TFEI_FT_St_15_24_No_Id_F,TFEI_FT_St_15_24_No_Id_P,TFEI_FT_St_15_24_I_s_n_s_M,TFEI_FT_St_15_24_I_s_n_s_F,TFEI_FT_St_15_24_I_s_n_s_P,TFEI_FT_St_15_24_TotM,TFEI_FT_St_15_24_TotF,TFEI_FT_St_15_24_TotP,TFEI_FT_St_25over_Id_M,TFEI_FT_St_25over_Id_F,TFEI_FT_St_25over_Id_P,TFEI_FT_St_25ov_Non_Id_M,TFEI_FT_St_25ov_Non_Id_F,TFEI_FT_St_25ov_Non_Id_P,TFEI_FT_St_25ov_I_s_n_st_M,TFEI_FT_St_25ov_I_s_n_st_F,TFEI_FT_St_25ov_I_s_n_st_P,TFEI_FT_St_25ov_TotM,TFEI_FT_St_25ov_TotF,TFEI_FT_St_25ov_TotP,TFEI_PT_St_15_24_Id_M,TFEI_PT_St_15_24_Id_F,TFEI_PT_St_15_24_Id_P,TFEI_PT_St_15_24_Non_Id_M,TFEI_PT_St_15_24_No_Id_F,TFEI_PT_St_15_24_No_Id_P,TFEI_PT_St_15_24_I_s_n_s_M,TFEI_PT_St_15_24_I_s_n_s_F,TFEI_PT_St_15_24_I_s_n_s_P,TFEI_PT_St_15_24_TotM,TFEI_PT_St_15_24_TotF,TFEI_PT_St_15_24_TotP,TFEI_PT_St_25ov_Id_M,TFEI_PT_St_25ov_Id_F,TFEI_PT_St_25ov_Id_P,TFEI_PT_St_25ov_Non_Id_M,TFEI_PT_St_25ov_Non_Id_F,TFEI_PT_St_25ov_Non_Id_P,TFEI_PT_St_25ov_I_s_n_s_M,TFEI_PT_St_25ov_I_s_n_s_F,TFEI_PT_St_25ov_Id_s_n_s_P,TFEI_PT_St_25ov_TotM,TFEI_PT_St_25ov_TotF,TFEI_PT_St_25ov_TotP,TFEI_FT_PT_s_s_nt_st_Id_M,TFEI_FT_PT_s_s_nt_st_Id_F,TFEI_FT_PT_s_s_nt_st_Id_P,TFEI_FT_PT_s_s_nt_s_N_I_M,TFEI_FT_PT_s_s_n_st_N_I_F,TFEI_FT_PT_s_s_n_s_No_Id_P,TFEI_F_P_s_s_n_s_I_s_n_s_M,TFEI_F_P_s_s_n_s_I_s_n_s_F,TFEI_F_P_s_s_n_s_I_s_n_s_P,TFEI_FT_PT_s_s_nt_st_To_M,TFEI_FT_PT_s_s_nt_st_To_F,TFEI_FT_PT_s_s_nt_st_To_P,TFEI_Tot_Indig_M,TFEI_Tot_Indig_F,TFEI_Tot_Indig_P,TFEI_Tot_NonInd_M,TFEI_Tot_NonInd_F,TFEI_Tot_NonInd_P,TFEI_Tot_IndSt_nsM,TFEI_Tot_IndSt_nsF,TFEI_Tot_IndSt_nsP,TFEI_Tot_TotM,TFEI_Tot_TotF,TFEI_Tot_TotP,UT_FT_S_15_24_Ind_M,UT_FT_S_15_24_Ind_F,UT_FT_S_15_24_Ind_P,UT_FT_S_15_24_NonInd_M,UT_FT_S_15_24_NonInd_F,UT_FT_S_15_24_NonInd_P,UT_FT_S_15_24_In_st_nsM,UT_FT_S_15_24_In_st_nsF,UT_FT_S_15_24_In_st_nsP,UT_FT_S_15_24_TotM,UT_FT_S_15_24_TotF,UT_FT_S_15_24_TotP,UT_FT_S_25_over_Ind_M,UT_FT_S_25_over_Ind_F,UT_FT_S_25_over_Ind_P,UT_FT_S_25ov_NonInd_M,UT_FT_S_25ov_NonInd_F,UT_FT_S_25ov_NonInd_P,UT_FT_S_25ov_IndSt_nsM,UT_FT_S_25ov_IndSt_nsF,UT_FT_S_25ov_IndSt_nsP,UT_FT_S_25ov_TotM,UT_FT_S_25ov_TotF,UT_FT_S_25ov_TotP,UT_PT_S_15_24_Ind_M,UT_PT_S_15_24_Ind_F,UT_PT_S_15_24_Ind_P,UT_PT_S_15_24_No_Ind_M,UT_PT_S_15_24_NonInd_F,UT_PT_S_15_24_NonInd_P,UT_PT_S_15_24_In_st_nsM,UT_PT_S_15_24_In_st_nsF,UT_PT_S_15_24_In_st_nsP,UT_PT_S_15_24_TotM,UT_PT_S_15_24_TotF,UT_PT_S_15_24_TotP,UT_PT_S_25over_In_M,UT_PT_S_25over_In_F,UT_PT_S_25over_In_P,UT_PT_S_25over_Non_In_M,UT_PT_S_25over_Non_In_F,UT_PT_S_25over_Non_In_P,UT_PT_S_25ov_In_s_nsM,UT_PT_S_25ov_In_s_nsF,UT_PT_S_25ov_In_s_nsP,UT_PT_S_25over_TotM,UT_PT_S_25over_TotF,UT_PT_S_25over_TotP,UT_FT_PT_stud_st_ns_Ind_M,UT_FT_PT_stud_st_ns_Ind_F,UT_FT_PT_stud_st_ns_Ind_P,UT_FT_PT_stu_st_ns_NonInd_M,UT_FT_PT_stu_st_ns_NonInd_F,UT_FT_PT_stu_st_ns_NonInd_P,UT_FT_PT_st_st_ns_In_st_nsM,UT_FT_PT_st_st_ns_In_st_nsF,UT_FT_PT_st_st_ns_In_st_nsP,UT_FT_PT_stu_st_ns_TotM,UT_FT_PT_stu_st_ns_TotF,UT_FT_PT_stu_st_ns_TotP,UT_Tot_Indig_M,UT_Tot_Indig_F,UT_Tot_Indig_P,UT_Tot_NonInd_M,UT_Tot_NonInd_F,UT_Tot_NonInd_P,UT_Tot_IndigStat_nsM,UT_Tot_IndigStat_nsF,UT_Tot_IndigStat_nsP,UT_Tot_TotM,UT_Tot_TotF,UT_Tot_TotP,OEI_Ind_M,OEI_Ind_F,OEI_Ind_P,OEI_NonInd_M,OEI_NonInd_F,OEI_NonInd_P,OEI_IndSt_nsM,OEI_IndSt_nsF,OEI_IndSt_nsP,OEI_TotM,OEI_TotF,OEI_TotP,T_EI_ns_Ind_M,T_EI_ns_Ind_F,T_EI_ns_Ind_P,T_EI_ns_NonInd_M,T_EI_ns_NonInd_F,T_EI_ns_NonInd_P,T_EI_ns_IndSt_nsM,T_EI_ns_IndSt_nsF
ILOC10401901,3,3,3,0,0,0,0,0,0,3,3,8,9,7,19,7,9,17,0,0,0,11,21,28,3,3,11,11,12,19,0,0,0,14,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,3,5,10,6,9
ILOC10401902,43,42,83,128,112,242,0,5,8,172,156,332,169,136,310,563,550,1116,4,8,17,742,696,1437,105,99,204,443,461,899,11,5,13,555,560,1118,8,8,18,18,31,48,0,0,0,27,37,63,10,3,11,19,51,71,0,0,0,32,50,81,8,3,15,38,51,88,0,0,0,48,55,102,13,20,30,36,96,132,0,0,0,48,113,157,0,0,0,0,3,3,0,0,0,3,4,8,33,34,70,114,222,338,3,0,3,150,263,414,0,3,3,12,58,71,0,0,0,15,59,71,0,5,7,5,29,38,0,0,0,11,40,47,0,0,0,9,20,25,0,0,0,9,20,25,0,3,3,28,68,88,0,0,0,28,70,98,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,51,171,222,0,0,3,54,188,243,3,6,13,29,52,76,0,0,0,25,59,87,51,58,107,216,269,483,444,487
ILOC10401903,24,19,38,188,171,353,3,0,8,211,187,400,105,105,206,870,768,1636,31,21,45,998,890,1887,64,58,126,661,697,1361,15,15,36,747,777,1520,8,3,11,29,30,58,0,0,0,36,35,63,0,6,6,21,44,65,0,0,0,21,46,70,3,3,8,74,52,125,0,0,0,79,52,130,3,13,9,47,107,158,0,0,0,55,123,170,0,3,4,0,0,3,0,0,0,3,3,5,13,24,40,171,230,402,0,0,0,185,261,444,5,3,8,30,60,89,0,0,0,36,62,102,0,0,3,20,38,62,0,0,0,25,41,65,0,0,0,8,23,31,0,0,0,8,26,33,0,11,11,35,122,154,0,0,0,34,127,163,0,0,0,0,0,0,0,0,0,0,0,4,9,16,23,98,242,336,3,4,4,105,261,367,0,11,11,36,67,105,0,0,0,36,75,108,14,13,31,261,318,581,729,724
ILOC10401904,10,3,7,36,33,70,0,0,0,45,31,78,35,18,58,144,150,293,3,3,7,189,171,364,16,9,25,112,129,237,0,3,4,125,142,267,0,0,0,6,7,16,0,0,0,6,7,16,3,4,5,4,9,15,0,0,0,3,13,18,0,0,0,6,14,20,0,0,0,6,12,27,0,5,6,8,27,36,0,0,3,8,33,44,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,24,56,80,0,0,3,28,69,99,0,4,4,4,7,9,0,0,0,4,10,12,0,3,3,6,10,15,0,0,0,6,12,12,0,0,0,0,7,7,0,0,0,0,7,3,0,3,3,4,15,20,0,0,0,10,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,17,26,43,0,0,0,19,33,49,0,0,0,6,7,11,0,0,0,7,7,11,6,4,13,51,66,121,102,114
ILOC10402001,12,3,13,134,156,289,5,4,9,151,163,313,54,49,105,826,804,1629,18,29,49,898,877,1776,44,37,79,603,638,1236,13,23,38,659,692,1355,0,6,3,22,36,64,3,0,3,24,41,70,0,3,3,14,50,62,0,0,0,13,49,66,0,0,3,72,44,110,0,0,0,75,40,117,3,6,8,49,105,155,0,0,0,54,115,165,0,0,0,0,0,3,0,0,0,0,0,3,8,13,17,159,238,396,4,0,4,168,254,419,0,5,5,54,68,123,0,3,3,54,78,131,0,3,3,26,66,95,0,0,0,26,71,93,0,3,3,17,32,47,0,0,0,17,34,51,0,3,4,41,154,193,0,0,0,47,155,198,0,0,0,0,0,0,0,0,0,0,0,4,0,13,14,143,326,466,0,5,5,141,335,479,0,3,9,36,69,101,3,0,3,41,72,115,13,24,33,311,365,670,785,752
ILOC10402002,6,5,15,128,114,240,0,0,0,136,111,249,44,45,83,604,618,1222,9,7,9,655,669,1322,27,35,60,388,386,771,6,0,11,425,417,841,0,0,0,6,15,24,0,0,0,6,15,24,0,0,0,7,18,32,0,0,0,7,22,28,0,3,3,28,23,50,0,0,0,28,28,56,4,4,6,35,88,117,0,4,4,39,97,130,0,0,0,0,3,3,0,0,0,0,0,0,4,5,11,83,138,219,0,4,4,83,156,238,3,6,8,35,63,95,0,0,0,38,69,105,5,0,6,32,56,86,0,0,0,29,57,90,0,0,0,16,13,26,0,0,0,16,13,26,0,9,9,35,102,140,0,0,0,35,106,141,0,0,0,0,0,0,0,0,0,0,0,0,6,13,21,109,240,349,0,0,0,115,252,369,0,3,3,27,35,66,0,0,0,27,39,68,6,5,17,145,190,339,317,292
ILOC10402003,30,21,56,367,275,641,9,3,9,410,299,705,204,160,363,1755,1642,3397,22,16,33,1981,1816,3796,142,150,291,1347,1416,2764,14,21,40,1501,1591,3093,8,7,16,59,62,116,0,0,0,62,70,138,10,17,24,34,87,121,0,3,4,41,105,148,24,19,38,137,82,220,0,4,3,160,108,262,8,20,22,128,284,412,0,0,0,128,299,435,0,0,0,6,7,16,0,0,0,6,7,16,39,58,102,359,528,883,3,6,8,401,591,991,16,13,25,244,313,555,3,6,3,255,330,590,12,11,23,116,168,286,3,3,5,126,186,316,3,3,9,42,75,115,0,0,3,49,81,126,10,20,28,111,288,399,5,0,3,123,311,433,0,3,3,8,3,12,0,0,0,8,3,11,32,55,86,517,846,1368,12,8,19,562,911,1473,8,9,17,84,148,227,0,0,0,94,158,245,41,60,97,623,791,1414,1485,1580
ILOC10402101,93,87,175,836,738,1571,6,12,14,933,832,1771,420,363,784,3322,3131,6459,52,41,93,3796,3535,7339,282,257,535,2385,2400,4786,35,37,70,2706,2691,5395,17,17,35,76,104,176,0,0,3,88,125,211,0,11,14,35,117,148,0,0,0,38,125,163,33,23,58,297,212,508,3,3,7,336,236,574,11,40,52,220,386,611,4,0,3,239,428,669,0,3,3,5,9,14,0,0,0,5,10,19,62,101,162,640,823,1464,11,6,11,711,922,1636,26,26,58,312,433,742,7,0,8,346,466,809,6,24,30,105,229,339,0,0,0,111,256,370,8,8,11,79,116,194,0,0,0,88,125,211,5,17,22,145,429,577,0,3,3,153,448,602,3,0,0,3,0,3,0,3,3,6,4,11,50,77,131,645,1210,1853,3,6,15,700,1299,1998,14,27,38,127,326,456,0,0,0,142,353,499,81,89,173,904,1057,1964,1831,1992
ILOC10402102,63,64,129,720,653,1370,10,7,11,785,719,1509,251,237,489,2993,2750,5745,25,28,50,3270,3008,6284,165,181,345,2158,2082,4236,26,25,49,2345,2286,4631,7,9,12,70,104,167,0,0,0,69,115,190,0,5,11,56,112,165,0,0,0,59,118,178,20,18,35,292,156,447,4,0,4,314,172,479,6,31,36,201,395,592,0,0,0,207,428,630,0,0,0,9,6,13,0,0,0,9,3,14,32,59,94,620,772,1388,4,3,12,653,832,1491,15,32,41,375,492,866,0,3,3,388,524,910,7,6,16,128,253,381,0,3,3,137,262,401,3,11,9,98,107,201,0,0,0,98,110,209,5,17,29,210,448,662,0,4,4,221,466,689,0,0,0,0,9,9,0,3,3,0,14,16,29,61,99,807,1306,2120,0,14,17,843,1386,2226,11,20,32,141,272,406,0,0,0,148,292,443,51,78,127,670,829,1500,1692,1797
ILOC10500101,5,4,8,177,160,343,0,0,0,183,167,352,21,28,52,705,700,1409,6,5,13,732,740,1474,16,8,28,524,536,1056,3,3,3,546,548,1093,0,0,0,19,16,35,0,0,0,19,16,35,0,0,0,5,24,33,0,0,0,5,24,33,0,3,6,54,30,88,0,0,0,53,30,88,0,0,3,52,81,126,0,0,0,53,79,134,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,126,151,285,0,0,0,133,160,293,7,3,9,125,304,436,0,0,0,129,309,440,0,3,4,35,61,90,0,0,0,36,59,98,0,0,0,14,30,45,0,0,0,14,33,41,4,3,6,67,142,213,0,0,0,71,147,221,0,0,0,0,0,0,0,0,0,0,0,0,8,10,14,242,536,783,0,0,0,252,545,797,0,3,3,37,64,100,3,0,3,39,63,103,6,3,10,78,90,173,306,346
ILOC10500102,21,16,31,238,253,492,4,0,4,256,266,523,94,113,204,1299,1202,2500,10,12,25,1401,1324,2726,72,60,135,985,1048,2033,14,15,29,1069,1124,2191,6,3,8,56,61,123,0,0,0,65,68,132,0,8,9,53,86,144,0,0,0,60,90,150,7,0,4,144,100,244,0,0,0,151,104,253,3,5,15,142,248,384,0,0,0,149,257,403,0,0,0,0,0,0,0,0,0,0,0,0,17,24,36,398,495,889,0,0,3,417,515,931,0,3,3,92,211,307,0,0,0,94,214,312,3,6,15,67,127,202,0,0,0,78,139,215,0,0,0,44,42,83,0,0,0,44,42,83,4,4,7,104,207,309,0,0,0,108,207,314,0,0,0,0,0,0,0,0,0,0,0,0,12,14,23,307,593,902,4,0,4,322,601,927,4,13,20,88,144,235,0,0,0,92,157,249,24,30,55,305,405,710,1199,1141
ILOC10500201,0,0,0,9,12,15,0,0,0,5,12,17,15,16,37,31,22,56,0,0,0,49,41,88,9,5,17,33,32,61,0,0,0,44,37,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,3,6,9,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,3,7,7,0,0,0,3,0,4,0,0,0,3,0,4,3,0,7,13,13,30,44,45
ILOC10500202,4,3,10,65,52,115,0,0,3,70,60,129,17,20,36,267,250,514,8,0,9,290,268,558,14,17,27,166,158,324,3,3,5,182,177,355,0,0,0,3,9,8,0,0,0,3,9,8,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,16,3,21,0,0,0,16,3,21,0,0,0,16,35,45,0,0,0,16,34,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,53,81,0,0,0,35,53,88,0,0,0,12,34,40,0,0,0,12,34,40,0,3,3,0,3,11,0,0,0,0,10,8,0,0,0,3,3,3,0,0,0,3,3,3,0,3,3,0,31,30,0,0,0,0,35,38,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,16,67,87,0,0,0,16,76,92,0,3,4,12,16,30,0,0,0,13,24,35,14,6,18,77,49,130,319,258
ILOC10500203,3,0,3,0,0,0,0,0,0,3,0,3,9,12,16,0,0,0,0,0,0,9,12,16,0,4,5,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,32,0,0,0,0,3
ILOC10500204,5,3,4,0,0,0,0,0,0,5,3,4,12,10,17,3,7,14,0,3,3,14,24,32,7,7,16,12,0,11,0,0,0,22,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,16,33,0,3,4,8,10
ILOC10500205,0,0,0,5,0,10,0,0,0,7,0,9,8,5,15,33,26,61,0,3,3,40,39,80,4,0,5,20,29,44,0,0,0,22,31,51,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,3,3,0,0,0,3,3,3,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,4,0,9,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,17,0,0,0,7,5,17,0,0,0,3,5,10,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,14,0,0,0,3,9,14,0,0,0,0,5,7,0,0,0,0,6,10,5,11,16,16,14,30,49,38
ILOC10500301,38,33,74,359,330,691,3,0,4,404,368,774,174,196,372,1699,1553,3255,22,19,46,1893,1776,3673,126,89,214,1384,1297,2681,14,12,27,1519,1400,2921,3,9,14,38,64,107,0,0,0,44,76,116,0,10,10,32,68,94,0,0,0,33,76,106,3,7,16,142,92,238,5,3,9,151,106,258,10,23,32,133,239,369,0,4,7,144,261,403,0,0,0,3,9,8,0,0,0,4,9,12,19,52,75,344,471,814,8,9,16,375,527,904,11,21,36,432,653,1086,0,0,3,445,679,1125,9,10,19,115,118,238,0,3,3,125,131,253,0,4,3,62,88,146,0,3,3,63,94,151,11,22,30,176,331,504,0,0,0,189,349,535,0,0,0,0,0,4,0,0,0,0,0,4,26,54,82,787,1191,1978,3,6,11,820,1254,2069,7,5,11,68,124,192,3,0,5,75,136,209,212,42,258,1012,356,1371,1178,1236
ILOC10500401,20,14,29,203,184,385,0,3,4,221,199,416,64,58,125,898,881,1778,18,21,39,977,961,1941,60,53,110,637,680,1313,23,23,46,711,753,1472,0,3,3,12,19,29,0,0,0,8,21,32,0,3,5,11,21,26,0,0,0,11,18,34,3,0,5,71,41,110,0,0,0,70,45,118,4,7,12,62,116,174,0,4,3,62,129,189,0,0,0,3,0,3,0,0,0,5,0,5,9,15,26,148,198,342,3,4,4,162,213,373,3,3,5,39,79,112,0,0,0,40,79,121,0,0,3,18,24,38,0,0,0,19,30,43,3,0,3,4,29,28,0,0,0,4,29,37,0,0,3,42,131,172,0,0,0,47,133,181,0,0,0,0,3,3,0,0,0,0,3,3,7,11,18,104,261,364,0,0,0,111,272,381,0,0,0,8,46,60,0,0,0,8,50,60,18,18,33,238,253,491,582,537
ILOC10500501,0,3,9,33,24,55,0,0,0,34,28,62,17,21,33,148,122,274,4,6,12,173,153,319,9,5,12,92,86,178,0,0,3,103,90,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15,0,0,0,7,8,15,0,3,3,7,14,25,0,0,0,7,15,24,0,0,0,0,0,4,0,0,0,0,0,5,0,4,4,17,26,43,0,0,0,17,32,49,0,0,0,4,14,23,0,0,0,3,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,24,0,0,0,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,36,50,0,0,0,14,35,51,0,0,0,0,5,8,0,0,0,0,5,8,4,3,8,39,23,58,127,94
ILOC10500502,3,0,5,6,0,10,0,0,0,15,3,19,11,4,19,39,20,58,0,0,0,45,33,78,6,9,18,27,11,37,0,0,0,32,26,58,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,6,5,0,0,0,3,4,7,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,11,20,0,0,0,8,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,8,0,0,0,3,6,13,0,3,3,3,0,3,0,0,0,3,3,3,11,6,20,16,17,30,33,23
ILOC10500503,0,3,3,3,14,14,0,0,0,8,13,21,5,6,5,31,38,68,0,0,0,36,41,77,6,9,16,11,19,37,0,0,0,18,29,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,4,4,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,0,0,0,8,4,11,0,3,3,0,3,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,8,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,7,11,0,0,0,5,7,14,0,0,0,0,0,3,0,0,0,0,0,3,3,3,5,17,14,38,44,50
ILOC10500601,3,11,12,143,150,294,4,3,4,156,163,319,40,43,87,668,602,1264,13,8,27,724,652,1380,31,31,59,448,468,918,9,4,14,491,509,994,0,0,0,18,18,32,0,0,0,13,16,35,0,0,0,0,12,13,0,3,3,3,12,15,3,0,5,50,28,78,0,0,0,49,34,85,5,0,3,43,65,105,0,0,0,46,65,107,0,0,0,0,0,0,0,0,0,0,0,0,7,3,16,106,124,225,0,3,3,113,131,243,3,0,3,29,39,71,0,0,0,26,43,74,0,0,3,9,16,24,0,0,0,10,21,25,0,0,4,3,13,19,0,0,0,7,12,21,0,3,3,25,72,97,0,0,0,25,71,97,0,0,0,0,0,0,0,0,0,0,3,3,3,8,13,65,141,205,0,4,4,67,153,218,0,0,0,13,35,47,0,0,0,13,39,52,11,6,17,214,253,464,803,799
ILOC10500701,13,13,26,173,172,342,0,0,0,193,184,376,69,67,141,860,768,1624,14,19,36,945,852,1798,30,36,62,560,582,1135,7,8,16,597,626,1221,0,0,0,10,15,24,0,0,0,10,15,24,0,0,0,4,17,23,0,0,0,6,16,19,6,0,3,58,50,104,0,0,0,62,52,108,0,4,6,42,89,130,0,0,0,45,94,137,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,113,167,287,0,0,0,122,174,293,0,0,4,41,65,106,0,0,0,44,63,103,0,3,3,12,21,27,0,0,0,14,24,33,0,0,0,7,18,23,0,0,0,7,20,27,0,3,4,34,82,117,0,0,0,31,87,118,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,88,181,269,3,0,3,94,191,285,3,0,3,12,48,60,0,0,0,17,48,65,16,13,22,264,273,540,747,755
ILOC10500801,8,3,9,62,55,116,0,0,0,72,56,124,34,27,58,269,260,537,6,12,24,314,301,616,26,21,44,166,159,325,7,4,11,197,184,381,0,3,3,5,4,6,0,0,0,5,10,8,0,0,0,3,13,13,0,0,0,3,13,15,3,0,3,20,18,36,0,0,3,23,22,43,3,0,3,12,36,44,0,0,0,14,34,50,0,0,0,4,4,9,0,0,0,4,4,9,4,4,10,43,68,113,0,0,3,50,77,122,0,0,0,9,21,28,0,0,0,9,25,34,0,0,0,3,17,15,0,0,0,3,14,18,3,0,3,4,11,15,0,0,0,6,9,13,0,0,0,13,28,39,0,3,3,13,27,39,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,25,67,98,0,3,3,31,76,100,0,3,3,11,12,25,0,0,3,7,13,23,8,7,21,90,112,202,225,189
ILOC10500901,17,13,36,88,74,160,0,0,3,107,90,198,70,66,141,415,421,833,7,10,18,492,505,996,42,52,91,298,317,619,3,4,8,346,368,719,0,6,6,4,14,19,0,0,0,4,12,22,0,0,3,4,17,24,0,0,0,8,14,21,4,4,8,34,35,63,0,0,0,38,37,78,3,5,7,31,85,114,0,0,0,35,86,127,0,0,0,5,3,4,0,0,0,5,3,4,13,12,25,81,144,224,0,0,0,90,162,249,0,3,7,25,34,62,0,0,0,27,37,67,3,3,6,5,19,19,0,0,0,5,18,24,0,0,3,0,7,13,0,0,0,3,8,13,3,0,7,20,45,67,0,0,0,19,50,71,0,0,0,0,0,0,0,0,0,0,0,0,6,11,12,46,111,155,0,0,0,59,114,176,5,5,8,12,27,37,0,3,3,22,34,51,30,20,47,156,155,314,410,433
