ILOC_CODE_2016,NsQ_Ce_II_IndSt_nsP,NsQ_Crt_II_TotM,NsQ_Crt_II_TotF,NsQ_Crt_II_TotP,NsQ_Crt_III_ovr_Ind_M,NsQ_Crt_III_ovr_Ind_F,NsQ_Crt_III_ovr_Ind_P,NsQ_Cer_III_ov_No_In_M,NsQ_Cer_III_ov_No_In_F,NsQ_Cer_III_ov_No_In_P,NsQ_Ce_III_ov_Ind_s_nsM,NsQ_Ce_III_ov_Ind_s_nsF,NsQ_Ce_III_ov_Ind_s_nsP,NsQ_Crt_III_ovr_TotM,NsQ_Crt_III_ovr_TotF,NsQ_Crt_III_ovr_TotP,Mig_Sme_add_1_yr_ago_Indig_M,Mig_Sme_add_1_yr_ago_Indig_F,Mig_Sme_add_1_yr_ago_Indig_P,Mig_Sme_add_1_yr_ago_No_Ind_M,Mig_Sme_add_1_yr_ago_No_Ind_F,Mig_Sme_add_1_yr_ago_No_Ind_P,Mig_sa_ad_1_yr_ag_IndSt_nsM,Mig_sa_ad_1_yr_ag_IndSt_nsF,Mig_sa_ad_1_yr_ag_IndSt_nsP,Mig_Sme_add_1_yr_ago_TotM,Mig_Sme_add_1_yr_ago_TotF,Mig_Sme_add_1_yr_ago_TotP,Mig_Diff_add_1_yr_ago_Indig_M,Mig_Diff_add_1_yr_ago_Indig_F,Mig_Diff_add_1_yr_ago_Indig_P,Mig_Diff_ad_1_yr_ago_No_Ind_M,Mig_Diff_ad_1_yr_ago_No_Ind_F,Mig_Diff_ad_1_yr_ago_No_Ind_P,Mig_Dif_ad_1_yr_ag_In_st_nsM,Mig_Dif_ad_1_yr_ag_In_st_nsF,Mig_Dif_ad_1_yr_ag_In_st_nsP,Mig_Diff_add_1_yr_ago_TotM,Mig_Diff_add_1_yr_ago_TotF,Mig_Diff_add_1_yr_ago_TotP,Mig_Sme_add_5_ago_Indig_M,Mig_Sme_add_5_ago_Indig_F,Mig_Sme_add_5_ago_Indig_P,Mig_Sme_ad_5_ago_No_Ind_M,Mig_Sme_ad_5_ago_No_Ind_F,Mig_Sme_ad_5_ago_No_Ind_P,Mig_sa_ad_5_ag_In_st_nsM,Mig_sa_ad_5_ag_In_st_nsF,Mig_sa_ad_5_ag_In_st_nsP,Mig_Sme_add_5_ago_TotM,Mig_Sme_add_5_ago_TotF,Mig_Sme_add_5_ago_TotP,Mig_Diff_add_5_ago_Ind_M,Mig_Diff_add_5_ago_Ind_F,Mig_Diff_add_5_ago_Ind_P,Mig_Diff_ad_5_ag_No_Ind_M,Mig_Diff_ad_5_ag_No_Ind_F,Mig_Diff_ad_5_ag_No_Ind_P,Mi_Dif_ad_5_ag_In_st_nsM,Mi_Dif_ad_5_ag_In_st_nsF,Mi_Dif_ad_5_ag_In_st_nsP,Mig_Diff_add_5_ago_TotM,Mig_Diff_add_5_ago_TotF,Mig_Diff_add_5_ago_TotP
ILOC10702104,3,93,174,270,12,10,25,1962,1019,2985,15,8,23,1991,1044,3027,120,100,218,15337,14953,30292,134,137,273,15592,15195,30783,16,13,28,2901,2440,5344,22,14,39,2942,2471,5409,91,76,164,10065,10000,20068,108,108,215,10263,10182,20444,32,33,67,6991,6237,13225,39,24,69,7062,6297,13358
ILOC10702201,3,68,188,257,104,67,172,3295,1588,4883,21,6,30,3423,1665,5087,512,506,1016,10816,10926,21749,64,76,134,11391,11510,22903,138,127,267,2031,2160,4191,17,17,31,2189,2304,4488,314,289,602,6929,6911,13843,47,45,93,7291,7250,14542,261,283,544,5240,5509,10750,28,41,64,5525,5825,11353
ILOC10702202,0,49,121,170,44,31,70,2025,1041,3073,8,5,15,2073,1077,3150,208,228,430,8228,8686,16912,40,37,75,8469,8954,17418,45,29,75,1087,1189,2278,4,16,17,1135,1232,2373,129,130,258,5661,5956,11618,23,23,45,5809,6113,11924,94,110,201,3225,3505,6735,13,20,31,3331,3635,6968
ILOC10702203,3,95,217,318,90,85,181,2972,1575,4540,16,11,28,3082,1665,4745,490,478,967,10658,11483,22136,82,96,176,11229,12051,23282,131,130,261,2069,2044,4109,14,19,36,2216,2196,4405,286,275,563,7090,7584,14679,60,77,135,7438,7937,15377,262,298,559,5042,5391,10435,30,24,58,5344,5713,11050
ILOC10702204,0,108,261,373,104,99,206,3448,1834,5282,22,8,31,3573,1939,5516,589,623,1214,12771,13182,25960,89,85,174,13451,13891,27342,160,153,317,2131,2280,4404,11,10,18,2302,2442,4738,338,360,702,8501,8676,17181,64,50,112,8903,9097,17998,307,338,647,5631,6045,11672,33,27,57,5969,6405,12372
ILOC10702205,0,96,200,300,77,86,165,2214,1294,3503,15,12,19,2300,1388,3693,495,520,1016,9577,9704,19284,106,89,190,10179,10309,20490,126,131,256,1849,1945,3802,10,20,26,1990,2099,4087,318,317,637,6372,6390,12761,71,70,139,6763,6777,13539,227,272,494,4458,4699,9165,34,26,57,4722,4996,9716
ILOC10702206,0,112,207,319,66,41,110,3896,1778,5677,18,11,29,3976,1839,5815,396,350,747,14201,14214,28419,81,103,188,14672,14673,29350,64,50,118,1721,1812,3537,14,7,22,1801,1878,3680,256,235,493,10326,10211,20540,60,82,137,10644,10526,21166,165,141,303,4935,5198,10130,25,20,48,5126,5361,10487
ILOC10702207,0,30,91,121,38,22,59,1568,664,2236,14,0,13,1613,686,2305,151,183,331,5527,5761,11283,40,37,76,5712,5975,11691,27,30,57,613,651,1265,9,3,13,649,683,1335,111,127,234,4056,4275,8331,30,25,55,4194,4431,8620,53,71,131,1839,1973,3813,15,8,25,1912,2057,3964
ILOC10702301,0,11,27,43,27,24,54,476,156,627,7,0,4,510,182,690,189,204,394,2123,2303,4423,10,18,30,2324,2525,4849,9,21,28,479,499,982,7,3,11,492,526,1019,118,143,254,1269,1387,2660,9,10,15,1397,1536,2935,66,64,133,1195,1281,2475,6,10,19,1271,1354,2623
ILOC10702302,6,218,369,593,112,61,175,6784,2717,9495,44,14,56,6934,2787,9722,543,597,1137,44559,47441,92008,233,272,504,45343,48309,93650,116,125,241,12131,12861,24992,37,57,95,12281,13048,25327,326,343,668,26455,29040,55498,178,190,374,26971,29572,56540,264,335,599,28614,29556,58168,85,110,190,28958,30005,58964
ILOC10702401,0,230,421,652,67,37,106,6350,2948,9299,40,18,60,6455,3001,9456,267,259,521,39865,41313,81172,265,258,520,40393,41830,82221,75,76,154,8518,8441,16962,45,41,83,8637,8559,17196,135,156,294,25678,27095,52771,196,185,374,26004,27437,53440,187,161,351,20844,20746,41588,76,102,171,21109,21000,42110
ILOC10702501,3,274,557,829,132,59,189,11323,3994,15316,61,19,79,11514,4070,15583,460,453,910,42017,44629,86646,286,276,558,42763,45358,88118,99,97,196,6283,6588,12867,30,34,69,6411,6717,13128,260,283,545,28378,30254,58632,233,213,445,28874,30754,59628,247,236,486,18203,19357,37564,68,93,156,18524,19688,38207
ILOC10702502,3,256,516,770,121,67,194,11631,4250,15877,50,21,72,11806,4337,16141,512,488,1004,44240,46136,90375,244,274,518,44996,46905,91893,85,98,180,4588,4823,9415,24,34,60,4700,4954,9652,353,327,686,32821,34136,66964,195,203,395,33373,34670,68044,197,201,394,14126,15010,29136,63,70,133,14385,15278,29664
ILOC10702601,0,132,160,289,54,53,104,2786,1298,4089,13,4,17,2849,1355,4206,380,407,783,21191,20158,41348,101,94,201,21674,20662,42337,86,102,194,9900,10797,20697,22,36,55,10013,10938,20952,232,250,487,9191,8380,17571,56,66,118,9474,8697,18173,218,236,456,21474,22132,43606,66,55,123,21755,22431,44185
ILOC10702602,0,126,125,254,45,21,64,2267,895,3163,10,6,17,2325,921,3237,219,128,338,18640,14832,33470,77,76,153,18933,15036,33961,74,52,124,7017,6135,13156,37,23,58,7130,6208,13340,121,76,202,9359,7235,16587,62,59,122,9544,7366,16905,162,107,265,16340,13721,30061,52,39,88,16549,13860,30415
ILOC10702603,0,109,151,260,26,27,52,1779,1012,2785,14,12,26,1820,1051,2865,177,223,397,18858,19100,37961,145,146,285,19176,19464,38642,72,62,133,9507,10422,19936,55,44,95,9635,10534,20164,117,141,255,8402,8624,17028,79,73,153,8595,8839,17438,122,139,254,19498,20329,39826,105,97,203,19722,20566,40281
ILOC10702604,0,26,24,44,6,14,24,347,153,493,3,0,4,360,163,522,89,97,184,2889,2287,5175,18,12,36,2997,2399,5394,25,12,39,1018,953,1976,6,0,8,1050,971,2017,56,53,114,1531,1156,2684,12,10,20,1597,1224,2818,45,49,97,2327,2083,4413,10,3,17,2393,2136,4528
ILOC10702701,3,78,121,200,9,9,20,1956,897,2851,12,3,17,1973,913,2884,82,119,198,15516,16335,31857,98,105,206,15702,16558,32256,26,37,68,3653,3645,7300,16,17,31,3697,3704,7394,49,55,104,9772,10458,20233,56,69,128,9883,10583,20466,49,86,139,8808,8923,17728,35,40,76,8895,9051,17949
ILOC10702702,0,63,100,170,10,6,18,1488,737,2221,11,3,10,1502,750,2254,51,55,106,12680,13723,26399,57,61,122,12788,13840,26630,22,19,36,3608,3757,7366,16,12,32,3643,3784,7430,32,36,66,7956,8674,16635,39,45,89,8034,8757,16787,33,35,62,7899,8405,16303,33,31,65,7968,8461,16433
ILOC10702703,0,167,257,424,40,11,48,4514,2005,6519,17,5,26,4565,2026,6594,146,161,308,31161,33837,65001,158,161,326,31464,34161,65628,45,34,84,7051,7404,14454,28,17,49,7122,7463,14580,100,96,198,18734,20816,39548,120,113,227,18953,21017,39973,78,97,168,17996,19126,37119,57,58,113,18128,19280,37411
ILOC10702704,0,54,131,181,6,7,12,1413,742,2159,10,6,17,1437,751,2186,43,37,77,14470,14547,29017,73,83,157,14589,14668,29258,11,19,30,3847,3516,7367,9,9,21,3863,3545,7412,25,28,55,8361,8836,17200,45,51,94,8430,8911,17347,32,24,55,9280,8599,17879,24,34,65,9333,8665,17995
ILOC10702801,0,139,260,400,16,12,26,3168,1727,4895,19,6,27,3197,1742,4939,94,90,187,39592,42423,82010,151,154,303,39837,42668,82500,31,20,53,9295,9922,19211,24,20,47,9347,9963,19305,49,41,94,23650,25774,49420,109,107,219,23807,25928,49735,74,68,144,23155,24606,47765,56,59,111,23288,24735,48021
ILOC10702802,0,118,252,367,14,10,26,2576,1502,4076,7,5,12,2600,1517,4115,80,87,162,31246,35662,66907,131,147,279,31457,35898,67352,45,37,81,8557,9680,18234,31,25,52,8624,9744,18368,44,44,92,16535,19602,36135,73,105,178,16655,19747,36405,69,74,141,22211,24834,47050,65,59,126,22347,24966,47314
ILOC10702901,6,136,346,477,124,82,210,6128,2404,8527,55,24,79,6308,2514,8821,610,602,1213,17904,17897,35802,201,193,394,18714,18688,37404,109,124,235,2528,2592,5116,25,28,50,2663,2739,5401,384,374,764,12280,12052,24330,139,137,281,12801,12567,25370,269,288,554,7067,7401,14467,60,63,126,7395,7757,15149
ILOC10703001,13,630,1298,1924,393,295,692,20492,9081,29574,146,58,203,21035,9436,30470,2005,2120,4127,76255,78593,154852,737,818,1551,79004,81528,160529,432,454,886,12684,12781,25459,105,145,251,13217,13378,26599,1234,1335,2566,53292,54844,108141,489,563,1051,55013,56739,111759,977,1016,1995,32470,33369,65836,227,260,495,33674,34647,68324
ILOC10703101,0,90,135,217,22,17,42,2666,1143,3805,14,6,21,2697,1167,3865,121,87,211,21812,23070,44880,126,161,288,22062,23311,45372,24,19,45,5938,6367,12309,20,22,43,5983,6415,12397,75,49,129,12620,13299,25918,76,99,174,12772,13452,26217,63,54,111,14057,15146,29200,51,66,119,14164,15264,29434
ILOC10703102,0,64,96,158,6,4,9,1324,728,2049,3,5,10,1336,738,2069,52,48,107,17554,19986,37534,107,114,218,17711,20147,37852,22,22,45,4466,5283,9746,18,30,52,4508,5338,9839,27,23,49,10033,11823,21857,66,76,140,10129,11923,22053,45,57,97,11359,12963,24320,55,56,108,11458,13071,24525
ILOC19499494,0,58,61,117,45,17,67,999,332,1335,10,3,15,1063,351,1416,103,60,164,1444,771,2220,22,20,35,1571,849,2420,183,126,307,3130,2691,5827,40,28,65,3356,2845,6200,80,44,122,932,491,1422,14,8,25,1027,548,1571,183,130,316,3510,2871,6377,44,25,69,3734,3027,6765
ILOC19799797,0,0,3,3,0,0,3,36,18,56,0,0,0,42,22,61,5,8,11,132,173,303,0,3,4,138,182,322,0,3,3,15,22,39,0,0,0,14,21,43,7,3,9,97,134,231,0,3,4,105,139,245,0,4,6,42,53,96,0,0,0,43,61,104
ILOC20100101,9,217,373,589,24,28,49,6933,3053,9991,50,26,73,7010,3109,10118,123,136,256,34913,35761,70669,356,383,745,35392,36280,71672,29,19,49,4312,4243,8560,47,38,83,4387,4303,8691,85,98,186,26677,27430,54107,256,289,544,27025,27812,54841,48,47,100,11001,11157,22158,113,108,219,11165,11317,22484
ILOC20100102,5,314,402,711,29,19,49,6236,3276,9507,80,23,102,6343,3311,9655,182,169,355,40968,41156,82121,484,469,955,41637,41796,83434,44,44,87,6825,6247,13076,89,69,158,6963,6363,13327,104,108,213,27380,28352,55733,331,353,691,27819,28821,56634,102,86,192,17809,16440,34245,176,139,315,18084,16669,34757
ILOC20100201,4,245,592,832,67,42,109,10623,5257,15885,71,31,101,10765,5332,16099,305,306,610,34919,35782,70701,307,323,624,35524,36410,71938,59,72,133,6618,7119,13733,50,50,105,6732,7244,13975,157,157,313,21033,21021,42053,206,201,400,21393,21374,42766,165,182,349,17966,19559,37522,121,142,258,18251,19880,38134
ILOC20100301,3,372,648,1014,88,54,148,11086,5499,16584,53,31,88,11230,5586,16821,400,385,785,50484,51392,101873,344,354,692,51222,52134,103355,65,78,138,9085,9301,18388,56,59,121,9211,9433,18644,243,234,473,32642,33179,65816,238,251,490,33118,33662,66780,185,193,378,23421,24277,47694,133,119,252,23742,24589,48327
ILOC20100401,4,340,532,867,53,46,98,9379,5226,14606,67,33,94,9488,5303,14791,261,285,544,41669,41743,83414,311,366,678,42240,42395,84641,59,56,118,7578,7726,15311,45,48,89,7681,7834,15516,187,177,360,24705,24733,49434,209,262,473,25102,25166,50270,117,127,246,21239,21547,42782,102,119,214,21461,21795,43249
ILOC20100402,6,484,925,1411,78,59,129,17086,8074,25162,121,50,174,17284,8177,25463,350,377,725,73591,74559,148148,510,587,1099,74455,75519,149975,58,65,125,12167,12389,24556,93,65,163,12323,12528,24844,220,214,440,49042,49715,98758,356,423,782,49623,50358,99980,154,183,340,32637,33257,65891,208,188,395,32997,33630,66627
ILOC20100501,3,336,540,877,52,31,88,12207,5148,17354,65,29,101,12331,5212,17539,244,227,472,57484,60998,118484,398,444,840,58130,61669,119798,25,40,63,9314,9667,18981,60,54,118,9403,9763,19167,161,147,300,39834,42421,82258,304,349,650,40295,42916,83204,91,103,196,24672,25915,50587,122,126,253,24892,26146,51030
ILOC20100502,6,150,337,489,35,34,71,6520,3194,9722,42,15,58,6600,3247,9848,191,202,392,21328,22267,43595,149,171,321,21661,22643,44308,34,40,76,3047,3249,6300,21,24,45,3101,3309,6417,125,130,256,14096,14618,28712,109,127,238,14336,14874,29204,85,85,172,9101,9816,18926,55,64,118,9242,9966,19209
ILOC20100503,5,223,433,661,79,48,127,8110,4069,12177,68,39,111,8252,4159,12410,349,308,652,28572,30136,58708,280,326,605,29199,30767,59964,64,79,145,4947,5303,10256,36,46,88,5055,5426,10484,196,175,367,19039,19915,38955,221,241,470,19459,20333,39794,168,196,368,13054,14245,27300,78,98,179,13305,14541,27845
ILOC20100601,7,409,575,985,29,24,57,9197,4557,13751,74,31,107,9307,4611,13919,184,198,377,57780,56943,114723,518,466,990,58488,57603,116089,36,40,81,11923,10557,22482,109,97,205,12066,10696,22766,120,135,259,36804,37568,74372,375,337,711,37303,38039,75345,83,90,173,29627,26559,56188,178,164,344,29889,26812,56698
ILOC20100701,9,376,648,1027,94,43,134,14405,6526,20937,103,31,136,14601,6609,21201,295,309,604,61218,64055,125278,437,417,857,61960,64779,126736,58,53,113,7865,8529,16391,56,53,111,7978,8635,16614,198,181,371,45130,47022,92148,351,341,692,45674,47544,93218,155,139,295,21695,23286,44982,115,103,218,21961,23539,45497
ILOC20100801,3,191,241,429,28,13,45,4106,2078,6186,31,10,40,4172,2106,6271,172,152,322,29160,29129,58287,234,215,444,29563,29494,59061,42,33,75,7426,7153,14579,37,25,68,7511,7210,14720,88,97,187,17124,17822,34946,146,160,311,17366,18074,35443,121,78,200,17810,16996,34803,74,63,136,18006,17135,35137
ILOC20100802,3,224,363,587,38,20,60,7677,3043,10719,45,15,65,7762,3082,10842,150,137,295,42807,46020,88829,350,331,678,43309,46495,89796,51,59,105,7845,8347,16188,48,48,96,7938,8447,16392,106,96,200,29523,32086,61613,257,257,518,29883,32440,62324,99,91,191,19505,20671,40178,107,96,203,19712,20859,40571
ILOC20100901,3,261,451,709,41,31,77,9923,4602,14527,52,18,75,10022,4655,14677,221,240,462,42303,45079,87382,273,308,581,42793,45628,88425,36,41,75,6466,6960,13431,37,33,73,6537,7035,13573,139,147,281,29186,31126,60308,212,236,453,29532,31506,61042,91,111,205,17559,19007,36564,76,93,171,17725,19210,36938
ILOC20101001,0,136,266,400,15,10,17,4184,2002,6188,22,13,39,4225,2023,6248,80,70,150,35849,39415,75262,220,296,513,36152,39775,75929,20,15,34,6242,6811,13051,28,33,55,6283,6860,13149,47,47,99,24437,27182,51617,149,224,374,24631,27454,52089,47,31,77,16442,17982,34415,77,88,173,16567,18101,34667
ILOC20101002,4,196,341,532,20,10,33,5062,2657,7714,28,11,38,5110,2678,7790,122,95,214,60725,66375,127099,357,352,715,61207,66820,128024,37,47,83,12600,13753,26346,51,60,108,12686,13854,26540,48,42,89,40255,44375,84629,267,263,536,40573,44686,85258,95,93,184,31452,34227,65683,114,121,233,31659,34438,66101
ILOC20101003,12,316,545,864,37,37,76,9890,5042,14938,56,22,84,9990,5101,15093,182,181,364,85344,92363,177706,433,545,979,85956,93094,179047,75,72,148,20768,22865,43632,85,72,159,20922,23010,43933,93,88,187,52969,58073,111041,326,420,744,53385,58578,111967,151,155,301,50137,54338,104468,163,167,328,50446,54658,105101
ILOC20101101,3,117,185,301,31,25,51,3865,1744,5613,27,9,35,3925,1778,5703,153,145,301,24648,26357,51000,194,206,400,24995,26707,51701,38,39,73,4279,4394,8674,31,34,65,4345,4465,8810,97,89,185,17058,18503,35560,143,149,290,17299,18741,36042,75,89,166,10754,11181,21937,54,64,118,10890,11332,22221
ILOC20101102,0,155,328,484,26,21,43,6659,2813,9469,45,17,60,6729,2850,9581,82,77,156,45564,48587,94145,274,353,629,45914,49014,94934,24,24,46,6602,7055,13653,34,48,84,6657,7129,13785,52,58,105,33406,35687,69086,218,269,491,33671,36012,69687,43,38,83,17355,18523,35873,74,109,185,17468,18671,36146
ILOC20101103,0,104,225,329,22,10,30,5923,2079,8006,37,16,47,5983,2110,8087,99,114,211,25499,25918,51423,176,196,368,25770,26228,52002,4,14,11,2382,2623,5002,11,21,36,2396,2655,5048,68,79,146,19503,19755,39257,138,153,288,19713,19985,39693,22,39,63,7575,8017,15591,43,56,94,7643,8109,15747
ILOC20101104,0,119,206,322,20,15,37,5141,1923,7066,37,13,49,5205,1948,7153,116,123,242,22031,23231,45257,161,180,345,22314,23534,45842,19,28,53,2822,2941,5761,23,14,39,2862,2986,5854,89,83,173,16283,17306,33585,133,145,271,16503,17530,34036,44,61,104,7644,7972,15617,43,38,86,7733,8073,15808
ILOC20101201,8,193,256,451,28,31,59,3151,1947,5103,24,8,34,3209,1986,5198,135,113,248,34255,35855,70108,216,247,459,34601,36208,70813,70,91,159,21843,24291,46136,94,100,191,22008,24473,46478,55,53,106,12659,12923,25579,115,131,247,12821,13114,25931,147,148,290,42643,46309,88946,171,178,352,42953,46636,89588
ILOC20101202,3,213,264,473,34,27,59,4647,2440,7090,31,14,46,4719,2475,7197,117,129,246,31717,33134,64849,222,220,438,32047,33478,65530,68,52,118,10410,11109,21522,37,41,78,10516,11201,21715,73,62,138,16772,17738,34510,150,146,295,16992,17941,34938,110,107,221,24473,25830,50303,96,90,181,24674,26034,50708
ILOC20101203,0,145,198,350,28,13,44,3152,1757,4911,26,15,37,3207,1788,4993,133,130,268,27249,29040,56289,206,209,421,27593,29377,56975,48,47,92,9101,9849,18949,52,47,100,9202,9938,19138,69,71,143,14744,15980,30720,129,136,269,14945,16188,31133,110,100,210,20873,22215,43087,101,97,198,21088,22405,43492
ILOC20101301,17,363,695,1052,89,92,176,11453,6037,17492,73,35,111,11613,6167,17776,414,451,869,50888,52296,103182,420,474,886,51723,53216,104939,105,133,235,8235,8788,17023,45,64,112,8387,8983,17375,252,248,503,32907,33473,66383,281,317,591,33441,34033,67475,219,272,490,22597,24007,46610,145,163,299,22960,24442,47406
ILOC20101401,0,104,163,268,15,9,22,3191,1451,4638,26,11,38,3231,1471,4697,64,78,141,26054,27797,53855,159,154,310,26276,28032,54311,14,23,40,6100,5966,12070,32,25,56,6145,6016,12162,27,47,74,17284,18655,35940,112,119,232,17431,18819,36248,37,55,91,13950,14179,28128,58,45,105,14049,14278,28326
ILOC20101402,0,98,150,242,10,4,8,2449,1161,3609,14,14,29,2469,1176,3643,38,42,79,17310,17807,35118,114,104,217,17462,17956,35415,18,12,29,6032,6088,12116,23,18,33,6065,6118,12184,25,24,48,10054,10819,20873,69,73,146,10150,10917,21065,30,30,57,12527,12331,24863,59,41,97,12614,12395,25012
ILOC20101403,0,75,147,225,11,6,18,3276,1392,4666,14,5,20,3300,1403,4706,48,30,75,23474,24539,48014,117,145,264,23637,24714,48353,6,9,22,3474,3491,6968,4,11,19,3488,3519,7010,35,21,55,17051,17837,34891,86,118,197,17172,17972,35143,18,18,33,9152,9419,18574,32,44,79,9204,9479,18688
ILOC20101501,6,199,293,489,31,21,52,4323,2157,6477,46,14,61,4399,2193,6590,164,182,348,24748,24918,49663,340,324,664,25249,25421,50677,30,42,73,3785,3644,7429,34,30,71,3850,3716,7565,105,128,231,17678,18272,35954,239,247,487,18026,18645,36677,65,67,135,9286,8793,18082,88,67,150,9438,8925,18367
ILOC20101502,0,110,118,232,21,8,25,2256,1110,3369,19,11,28,2298,1124,3424,85,90,178,16343,17576,33921,124,99,220,16549,17769,34324,36,47,87,5608,6123,11729,27,24,45,5669,6197,11862,43,49,86,9344,10276,19619,80,72,157,9472,10400,19867,80,93,171,12110,13087,25198,47,43,88,12235,13222,25456
ILOC20101503,0,89,156,241,23,16,43,3361,1410,4771,26,12,41,3407,1442,4852,91,102,190,20364,21687,42050,152,158,309,20606,21943,42552,32,37,65,3871,3838,7712,29,30,56,3927,3904,7831,35,40,73,13846,15054,28895,119,123,241,13998,15210,29213,65,93,157,9389,9454,18848,44,48,86,9499,9589,19094
ILOC20101504,3,128,185,312,18,9,28,3740,1597,5335,35,12,49,3799,1621,5414,96,101,197,20504,21207,41707,213,206,426,20816,21515,42331,20,19,34,4495,4213,8704,35,25,59,4548,4257,8804,67,67,135,13018,14044,27058,156,163,320,13237,14273,27513,37,42,81,10627,10020,20643,71,50,127,10740,10109,20847
ILOC20101601,3,100,226,329,57,35,94,4997,2357,7350,35,14,51,5087,2402,7490,187,179,365,14730,15354,30084,148,160,306,15067,15688,30756,71,65,133,2701,2579,5280,23,19,45,2794,2663,5458,133,109,237,10047,10324,20372,113,120,230,10293,10552,20840,121,119,244,6723,7099,13822,54,48,101,6903,7266,14173
ILOC20101602,3,159,296,462,40,22,60,6109,2486,8593,59,21,83,6208,2537,8740,195,180,371,19646,21008,40655,227,259,491,20071,21444,41513,38,41,74,3590,3832,7422,43,39,80,3666,3911,7575,99,102,201,13072,13695,26767,164,185,345,13334,13984,27317,96,100,199,9518,10451,19974,80,81,163,9702,10626,20330
ILOC20101603,3,124,267,392,25,14,39,5559,2357,7917,30,11,37,5617,2378,7995,104,124,226,22930,25035,47968,168,205,376,23200,25370,48565,23,17,39,3588,3910,7502,23,22,48,3633,3951,7580,54,82,138,15507,16843,32347,132,157,290,15689,17082,32775,52,56,107,10052,11308,21359,54,65,122,10153,11429,21588
ILOC20101701,0,95,114,208,10,15,28,2305,1165,3464,16,3,21,2329,1185,3510,110,136,247,18156,20075,38228,133,140,268,18394,20351,38742,27,43,73,3848,4593,8440,24,28,53,3901,4666,8565,73,91,162,11964,13357,25319,96,82,184,12134,13530,25668,54,82,139,9258,10666,19930,32,56,92,9348,10804,20150
ILOC20101702,0,201,338,545,49,66,111,5568,2711,8277,51,29,74,5667,2806,8470,266,319,582,33547,35041,68589,356,384,741,34170,35748,69916,101,80,184,7280,7595,14878,78,78,155,7459,7752,15214,157,192,351,22019,23804,45825,256,260,518,22438,24253,46689,171,175,343,17146,17237,34377,109,138,246,17427,17551,34970
ILOC20101703,7,492,920,1411,111,106,219,15649,7919,23576,109,49,161,15876,8075,23955,604,631,1243,74547,76477,151026,668,699,1367,75819,77814,153635,129,171,295,13648,13815,27469,107,117,224,13887,14099,27989,327,357,686,47026,48280,95310,470,480,953,47826,49119,96943,311,357,668,35944,37089,73029,232,256,483,36487,37697,74181
ILOC20101801,0,108,147,254,10,7,10,2438,1165,3606,20,8,26,2459,1176,3641,51,48,99,20640,22747,43385,101,142,242,20787,22932,43725,7,14,24,5661,5921,11585,15,20,36,5691,5951,11639,43,31,73,13030,14704,27732,68,113,185,13140,14848,27990,20,23,43,12502,13203,25705,33,42,79,12557,13265,25823
ILOC20101802,0,79,123,199,3,5,9,2934,1293,4226,26,0,27,2959,1300,4262,42,46,92,18758,20155,38915,127,121,245,18927,20321,39251,11,12,20,2938,3085,6022,13,10,24,2965,3107,6073,25,28,53,13367,14370,27735,96,103,197,13487,14498,27987,19,28,49,7570,8097,15663,37,32,70,7627,8150,15779
ILOC20101803,0,90,160,254,7,9,12,2853,1297,4145,22,3,26,2877,1305,4189,39,49,89,20631,22351,42985,134,162,297,20811,22558,43369,10,5,17,3515,3474,6989,16,19,32,3542,3503,7041,26,28,54,14639,16128,30765,109,133,244,14775,16285,31066,26,18,44,8671,8875,17550,28,37,65,8723,8932,17662
ILOC20101901,3,161,279,443,32,20,54,6395,2568,8967,47,13,66,6480,2604,9082,159,166,323,31663,33249,64912,275,264,541,32098,33675,65772,37,37,78,5182,5476,10661,33,36,73,5253,5551,10806,105,99,206,21898,23152,45051,221,215,436,22224,23465,45690,79,94,178,13372,14043,27424,64,77,137,13516,14217,27732
ILOC20101902,3,257,378,637,40,47,84,6965,3811,10779,36,20,58,7046,3880,10926,241,238,481,38827,38625,77450,231,239,468,39296,39098,78396,55,55,104,8508,8363,16872,50,47,98,8614,8459,17074,124,131,257,21671,21790,43465,145,153,295,21940,22070,44008,129,126,258,22138,21779,43916,97,102,193,22362,22008,44365
ILOC20101903,10,301,479,779,84,56,139,8533,4635,13164,66,23,89,8680,4716,13397,372,398,773,42712,43432,86147,348,371,713,43430,44205,87634,91,109,199,8984,9338,18326,65,57,128,9146,9512,18650,200,220,418,24843,25074,49913,242,236,476,25283,25529,50812,207,231,439,23247,24271,47517,119,114,234,23575,24616,48189
ILOC20102001,7,393,787,1183,127,72,201,17632,7494,25133,147,47,190,17907,7617,25525,515,589,1102,59641,60800,120442,578,592,1169,60727,61976,122703,99,93,190,7084,7621,14708,68,71,142,7254,7782,15037,335,403,740,43074,43517,86588,423,422,844,43830,44340,88175,219,239,462,21033,22502,43530,166,200,364,21413,22943,44356
ILOC20200101,10,328,704,1034,86,86,177,9945,5330,15273,93,37,123,10124,5453,15575,512,604,1115,38189,40996,79186,414,431,847,39110,42034,81142,165,188,345,7504,8351,15859,66,71,135,7734,8611,16343,287,326,612,24405,26254,50666,310,295,606,25002,26878,51880,313,383,689,19256,21217,40470,133,154,289,19701,21751,41453
