ILOC_CODE_2016,M_Y12_equivalent_Indigenous,M_Y12_equivalent_Non_Indig,M_Y12_equiv_IndigStat_ns,M_Y12_equivalent_Tot,M_Y11_equivalent_Indigenous,M_Y11_equiv_Non_Indig,M_Y11_equiv_IndigStat_ns,M_Y11_equivalent_Tot,M_Y10_equivalent_Indigenous,M_Y10_equiv_Non_Indig,M_Y10_equiv_IndigStat_ns,M_Y10_equivalent_Tot,M_Y9_equivalent_Indigenous,M_Y9_equiv_Non_Indig,M_Y9_equiv_IndigStat_ns,M_Y9_equivalent_Tot,M_Y8_below_Indigenous,M_Y8_below_Non_Indig,M_Y8_below_IndigStat_ns,M_Y8_below_Tot,M_Did_not_go_to_school_Indig,M_Did_not_go_to_sch_Non_Indig,M_Di_no_go_to_sch_IndSt_ns,M_Did_not_go_to_school_Tot,M_Highest_yr_school_ns_Indig,M_Highest_yr_sch_ns_Non_Indig,M_Highe_yr_sch_ns_IndSt_ns,M_Highest_yr_school_ns_Tot,M_Tot_Indigenous,M_Tot_Non_Indigenous,M_Tot_IndigStat_ns,M_Tot_Tot,F_Y12_equivalent_Indigenous,F_Y12_equivalent_Non_Indig,F_Y12_equiv_IndigStat_ns,F_Y12_equivalent_Tot,F_Y11_equivalent_Indigenous,F_Y11_equiv_Non_Indig,F_Y11_equiv_IndigStat_ns,F_Y11_equivalent_Tot,F_Y10_equivalent_Indigenous,F_Y10_equiv_Non_Indig,F_Y10_equiv_IndigStat_ns,F_Y10_equivalent_Tot,F_Y9_equivalent_Indigenous,F_Y9_equiv_Non_Indig,F_Y9_equiv_IndigStat_ns,F_Y9_equivalent_Tot,F_Y8_below_Indigenous,F_Y8_below_Non_Indig,F_Y8_below_IndigStat_ns,F_Y8_below_Tot,F_Did_not_go_to_school_Indig,F_Did_not_go_to_sch_Non_Indig,F_Di_no_go_to_sch_IndSt_ns,F_Did_not_go_to_school_Tot,F_Highest_yr_school_ns_Indig,F_Highest_yr_sch_ns_Non_Indig,F_Highe_yr_sch_ns_IndSt_ns,F_Highest_yr_school_ns_Tot,F_Tot_Indigenous,F_Tot_Non_Indigenous,F_Tot_IndigStat_ns,F_Tot_Tot,P_Y12_equivalent_Indigenous,P_Y12_equivalent_Non_Indig,P_Y12_equiv_IndigStat_ns,P_Y12_equivalent_Tot,P_Y11_equivalent_Indigenous,P_Y11_equiv_Non_Indig,P_Y11_equiv_IndigStat_ns,P_Y11_equivalent_Tot,P_Y10_equivalent_Indigenous,P_Y10_equiv_Non_Indig,P_Y10_equiv_IndigStat_ns,P_Y10_equivalent_Tot,P_Y9_equivalent_Indigenous,P_Y9_equiv_Non_Indig,P_Y9_equiv_IndigStat_ns,P_Y9_equivalent_Tot,P_Y8_below_Indigenous,P_Y8_below_Non_Indig,P_Y8_below_IndigStat_ns,P_Y8_below_Tot,P_Did_not_go_to_school_Indig,P_Did_not_go_to_sch_Non_Indig,P_Di_no_go_to_sch_IndSt_ns,P_Did_not_go_to_school_Tot,P_Highest_yr_school_ns_Indig,P_Highest_yr_sch_ns_Non_Indig,P_Highe_yr_sch_ns_IndSt_ns,P_Highest_yr_school_ns_Tot,P_Tot_Indigenous,P_Tot_Non_Indigenous,P_Tot_IndigStat_ns,P_Tot_Tot
ILOC50701505,12,737,10,753,3,210,3,215,15,741,15,765,4,140,0,143,3,103,4,111,0,11,0,11,0,72,209,280,38,2013,237,2284,10,954,12,978,4,244,4,252,15,636,11,665,0,92,0,95,3,59,0,69,0,12,0,12,0,91,204,297,33,2095,233,2362,22,1688,24,1734,3,458,3,470,28,1373,26,1427,4,235,3,237,6,168,3,175,0,22,0,22,0,158,417,575,64,4102,471,4643
ILOC50800101,62,293,0,352,28,56,0,80,104,182,3,286,27,36,0,64,35,33,0,63,11,3,0,14,56,25,105,180,309,626,112,1050,109,341,6,445,71,56,0,130,118,137,0,255,19,23,0,37,35,5,0,41,11,0,0,11,73,11,120,206,433,571,126,1128,169,632,6,800,101,110,0,207,221,320,6,543,47,58,0,101,68,38,0,101,18,3,0,22,128,36,221,388,740,1198,236,2174
ILOC50800102,12,3,0,13,3,0,0,3,14,0,0,14,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,44,5,0,49,11,0,0,11,6,0,0,9,15,0,0,15,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,45,21,3,0,23,9,0,0,12,37,0,0,33,17,0,0,22,0,0,0,0,0,0,0,0,3,0,0,3,92,3,0,94
ILOC50800103,19,0,0,19,13,0,0,13,35,0,0,35,8,0,0,8,8,0,0,8,0,0,0,0,8,0,3,15,97,0,3,100,21,0,0,21,15,0,0,15,35,0,0,35,6,0,0,6,4,0,0,4,0,0,0,0,10,0,0,10,98,0,0,99,39,0,0,39,29,0,0,29,71,0,0,71,17,0,0,17,7,0,0,7,3,0,0,3,22,0,3,20,192,0,3,199
ILOC50800201,13,62,0,75,0,11,0,17,16,28,0,44,4,10,0,17,4,0,0,5,0,0,0,0,3,3,44,50,40,120,44,202,11,92,0,104,11,4,0,22,12,22,0,30,3,0,0,3,4,0,0,4,0,0,0,0,6,6,49,62,60,124,55,236,24,153,0,180,16,24,3,37,28,49,0,78,8,10,0,23,5,0,0,7,0,0,0,3,14,6,96,113,102,242,94,440
ILOC50800202,5,0,0,7,3,0,0,4,5,0,0,11,0,0,0,0,6,0,0,6,3,0,0,3,4,3,3,9,22,10,3,35,0,0,0,4,6,0,0,6,5,4,0,6,5,0,0,5,5,0,0,5,0,0,0,0,0,3,0,9,19,7,0,34,4,4,0,4,9,0,0,10,12,4,0,19,5,3,0,3,10,0,0,10,3,0,0,3,3,8,5,18,43,13,5,65
ILOC50800203,23,8,0,36,11,0,0,10,30,8,0,34,21,0,0,21,15,0,0,15,0,0,0,0,15,0,6,23,122,19,8,145,24,19,0,51,13,4,0,22,34,7,0,36,3,0,0,3,7,0,0,5,7,0,0,7,13,0,9,25,110,31,9,144,50,32,0,84,29,4,0,35,63,8,0,74,25,0,0,25,21,0,0,22,7,0,0,10,27,0,18,49,230,50,17,292
ILOC50800204,8,0,0,8,13,0,0,13,20,0,0,20,4,0,0,4,18,0,0,18,5,0,0,5,0,0,0,0,70,0,0,71,10,0,0,10,10,0,0,10,31,0,0,31,9,0,0,9,7,0,0,7,9,0,0,9,4,0,3,11,73,0,3,78,19,0,0,19,20,0,0,20,50,0,0,50,8,0,0,8,21,0,0,21,15,0,0,15,11,0,3,8,142,0,3,145
ILOC50800205,39,6,0,45,12,0,0,12,26,0,0,26,9,0,0,9,4,0,0,4,10,0,0,10,13,0,3,15,111,11,3,122,41,7,0,51,19,0,0,19,37,0,0,37,7,0,0,7,3,0,0,3,0,0,0,0,13,0,4,12,123,7,4,134,80,15,0,92,31,0,0,31,60,0,0,63,19,0,0,19,7,0,0,7,15,0,0,15,22,0,7,30,235,18,7,259
ILOC50800301,19,0,0,16,27,0,0,27,17,0,0,17,6,0,0,6,7,0,0,7,11,0,0,11,6,0,0,7,90,0,0,92,17,0,0,17,21,0,0,21,26,0,0,26,4,0,0,4,5,0,0,5,20,0,0,20,7,0,0,7,96,0,0,96,32,0,0,32,46,0,0,46,49,0,0,49,10,0,0,10,5,0,0,5,26,0,0,26,16,0,0,19,190,0,0,194
ILOC50800302,0,0,0,0,4,0,0,4,3,0,0,3,3,0,0,3,7,0,0,7,0,0,0,0,0,0,0,0,18,0,0,17,0,3,0,5,4,0,0,4,7,0,0,7,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,17,3,0,19,0,3,0,4,10,0,0,10,8,0,0,8,7,0,0,7,11,0,0,11,0,0,0,0,0,0,3,3,33,3,3,37
ILOC50800303,7,11,0,12,3,0,0,3,13,4,0,18,3,3,0,8,3,0,0,3,7,0,0,7,13,0,3,13,48,21,3,70,12,15,0,31,9,0,0,5,13,0,0,18,4,0,0,9,3,0,0,3,0,0,0,0,11,0,0,8,52,16,0,73,16,25,0,46,12,0,0,12,29,6,0,32,12,4,0,9,8,0,0,5,10,0,0,10,19,0,6,26,96,37,6,140
ILOC50800304,3,0,0,3,3,0,0,3,4,0,0,4,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,3,0,0,3,5,0,0,5,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,21,7,0,0,7,9,0,0,9,13,0,0,13,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40
ILOC50800305,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,6,11,0,0,16,0,3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,4,0,12,0,3,0,3,0,0,0,0,9,3,0,8,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,8,19,3,0,26
ILOC50800306,8,0,0,8,7,0,0,7,13,0,0,13,7,0,0,7,10,0,0,10,3,0,0,3,4,0,3,5,46,0,3,50,6,0,0,8,14,0,0,14,11,0,0,11,7,0,0,7,3,0,0,3,0,0,0,0,3,0,0,8,47,0,0,54,19,0,0,15,24,0,0,24,29,0,0,29,14,0,0,14,13,0,0,13,3,0,0,3,3,0,3,9,97,0,3,100
ILOC50800307,19,9,0,34,14,0,0,19,20,0,0,17,11,3,0,9,3,0,0,3,3,0,0,3,7,0,5,8,76,16,5,97,25,6,0,32,20,0,0,20,7,0,0,7,3,0,0,3,8,0,0,8,8,0,0,8,10,0,0,10,81,6,0,86,43,20,0,58,37,0,0,39,28,0,0,27,17,3,0,13,14,0,0,14,6,0,0,6,12,0,5,16,152,24,5,181
ILOC50800308,3,0,0,6,7,0,0,11,15,0,0,14,0,0,0,0,0,0,0,0,3,0,0,3,18,0,0,18,42,3,0,43,7,4,0,6,6,0,0,8,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,36,4,0,34,11,3,0,17,15,0,0,19,18,0,0,17,0,0,0,0,0,0,0,0,3,0,0,3,29,0,0,29,74,6,0,81
ILOC50800401,11,0,0,11,6,0,0,6,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,29,0,0,29,8,7,0,9,3,0,0,3,4,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,19,7,0,26,16,7,0,20,14,0,0,14,15,0,0,15,3,0,0,3,3,0,0,3,0,0,0,0,3,0,0,3,51,7,0,53
ILOC50800402,0,0,0,6,5,0,0,8,8,0,0,8,4,0,0,4,0,0,0,0,0,0,0,0,5,0,3,6,21,4,3,26,9,3,0,10,0,0,0,3,7,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,6,23,3,3,33,10,11,0,18,7,0,0,7,17,0,0,19,4,0,0,4,4,0,0,4,0,0,0,0,12,0,4,10,45,13,4,58
ILOC50800403,49,0,0,50,30,0,0,30,47,0,0,50,5,0,0,5,15,0,0,15,9,0,0,9,0,0,3,3,155,3,3,160,62,3,0,67,38,0,0,38,35,0,0,35,9,0,0,9,11,0,0,11,19,0,0,19,3,0,3,8,177,3,3,185,110,4,0,111,73,0,0,73,88,0,0,86,21,0,0,21,23,0,0,23,21,0,0,21,3,0,7,11,337,3,7,342
ILOC50800404,10,62,0,75,8,8,0,17,22,32,0,58,3,6,0,13,9,0,0,8,3,0,0,5,147,4,31,190,203,124,35,361,15,57,0,77,11,7,0,16,19,14,0,32,8,5,0,9,0,0,0,0,3,0,0,3,30,10,19,50,80,93,21,193,26,116,0,148,19,17,3,37,39,46,0,87,9,11,0,28,5,3,0,9,12,0,0,8,174,17,50,239,283,212,55,559
ILOC50800405,13,0,0,13,5,0,0,5,6,0,0,6,3,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,33,0,0,33,11,0,0,10,4,0,0,4,7,0,0,9,11,0,0,11,3,0,0,3,0,0,0,0,4,0,0,4,43,3,0,43,17,0,0,19,12,0,0,12,10,0,0,14,9,0,0,9,7,0,0,7,3,0,0,3,4,0,0,4,69,3,0,73
ILOC59499494,33,995,7,1035,17,292,0,310,43,669,3,713,22,150,5,174,19,80,3,100,4,18,0,25,179,340,452,976,314,2536,475,3327,15,858,7,875,6,165,0,178,28,397,3,432,8,69,3,79,9,35,3,46,0,7,0,12,136,133,320,593,208,1672,333,2210,46,1851,12,1905,24,460,4,487,69,1068,5,1145,32,215,8,253,19,116,8,142,10,19,0,30,320,482,770,1570,520,4204,806,5534
ILOC59799797,3,192,3,193,3,38,0,45,3,78,0,84,0,13,0,13,0,8,0,8,0,0,0,0,0,3,64,65,10,325,65,400,0,13,0,14,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,18,7,26,3,206,7,211,3,39,3,44,3,82,0,84,0,13,0,13,0,8,0,8,0,0,0,0,0,3,69,72,10,350,76,429
ILOC60100101,109,2529,23,2661,36,734,8,778,198,3457,25,3690,49,812,14,878,30,492,13,537,3,25,0,26,14,329,526,867,438,8380,610,9430,160,3118,23,3296,72,873,0,955,202,3608,32,3846,58,949,19,1023,27,526,18,568,3,37,0,40,20,446,526,997,542,9561,624,10728,264,5650,44,5962,109,1611,11,1725,404,7067,58,7536,103,1760,34,1901,56,1019,27,1107,5,53,5,63,37,771,1057,1860,983,17944,1233,20159
ILOC60100102,69,1710,17,1794,46,536,4,586,171,2546,27,2749,54,708,3,767,32,441,9,481,3,16,0,15,18,244,347,614,390,6201,409,7002,126,2156,15,2298,51,658,4,718,168,2587,31,2789,51,703,13,763,17,414,13,441,0,17,0,17,9,343,351,704,431,6868,433,7732,197,3864,34,4097,99,1191,9,1301,346,5136,58,5541,108,1403,16,1529,46,853,19,921,3,30,0,36,29,587,700,1310,823,13072,845,14737
ILOC60100103,4,246,0,255,16,67,0,79,21,411,10,438,4,98,0,112,3,53,0,59,0,3,0,3,3,32,69,104,58,914,81,1052,19,303,0,319,6,100,4,113,24,307,3,335,3,72,4,76,3,34,0,34,0,0,0,0,3,28,71,100,59,847,81,984,22,548,9,577,19,170,3,193,47,715,11,781,8,171,3,190,5,85,0,96,0,3,0,3,7,61,134,201,114,1759,161,2032
ILOC60100201,3,331,3,337,3,113,3,116,14,530,0,545,0,161,0,165,4,95,0,94,0,9,0,9,4,68,114,186,28,1302,124,1453,8,427,10,448,0,127,0,130,11,432,3,444,0,138,0,140,0,74,0,70,0,3,0,3,0,69,111,180,28,1272,122,1421,15,765,9,786,0,240,3,246,21,961,3,993,3,301,6,305,4,163,0,172,0,5,0,9,3,137,221,366,52,2575,253,2881
ILOC60100202,0,217,0,214,0,68,0,69,7,326,3,339,3,115,0,117,5,75,0,79,0,3,0,3,3,32,63,100,21,834,70,926,14,228,4,241,3,58,0,66,14,254,0,267,5,67,0,71,0,35,0,40,0,3,0,3,6,39,38,83,41,679,45,764,14,444,3,461,4,123,0,129,23,583,8,610,3,179,3,191,5,109,0,115,0,7,0,7,10,73,102,182,59,1516,118,1690
ILOC60100203,31,967,13,1011,20,344,7,367,42,1527,6,1578,14,367,8,392,11,250,3,266,3,30,0,34,14,166,230,415,129,3653,277,4056,46,1146,5,1209,14,370,3,396,61,1384,13,1454,18,357,12,379,3,193,7,202,3,10,0,13,16,198,221,436,162,3663,263,4092,80,2115,22,2216,35,719,11,767,98,2913,18,3033,29,725,21,768,17,439,11,471,3,43,0,51,28,371,456,852,285,7319,543,8150
ILOC60100204,13,910,3,924,6,288,3,296,35,1362,16,1406,9,327,9,339,0,175,4,182,0,17,0,17,9,140,234,380,68,3213,260,3544,25,1251,3,1277,14,305,0,317,25,1231,6,1263,11,281,4,294,3,180,0,183,0,9,0,9,0,169,227,395,69,3420,245,3739,30,2163,9,2200,22,592,4,618,59,2592,19,2667,18,608,10,635,6,357,0,361,0,24,0,24,10,304,465,773,139,6638,505,7283
ILOC60100205,19,544,8,570,9,181,4,193,47,898,8,951,10,277,8,292,16,151,4,167,0,3,0,3,11,104,141,257,105,2149,173,2433,29,673,6,707,13,235,0,249,44,737,15,791,7,189,5,207,8,86,3,99,0,4,0,3,6,102,126,238,104,2027,160,2294,44,1214,15,1275,20,420,3,449,87,1629,24,1736,17,466,11,496,22,237,8,262,3,8,0,9,21,208,274,495,214,4180,331,4728
ILOC60100301,97,1493,20,1603,41,473,9,522,155,1988,31,2166,57,482,9,543,31,249,7,293,3,26,3,31,32,217,323,574,410,4927,404,5738,148,1816,16,1983,70,594,7,665,161,2028,27,2212,43,522,8,576,28,210,3,235,0,13,0,14,22,235,370,631,469,5418,432,6323,244,3306,34,3586,105,1065,17,1186,312,4021,52,4383,94,1004,19,1121,62,456,12,523,5,34,3,40,58,456,699,1206,879,10339,832,12055
ILOC60100302,180,8878,47,9109,58,1671,22,1751,197,5619,41,5855,59,1149,16,1225,30,620,22,676,3,60,0,63,81,914,873,1871,616,18914,1024,20557,236,10026,72,10336,72,1858,26,1955,185,6117,62,6366,48,1261,20,1338,30,802,17,847,0,56,0,61,33,689,902,1623,614,20814,1107,22529,420,18910,119,19444,132,3530,43,3701,382,11737,107,12223,109,2417,40,2562,62,1427,43,1523,5,119,0,126,119,1599,1781,3496,1227,39728,2128,43084
ILOC60100303,208,6051,51,6310,74,1372,12,1452,234,5057,61,5351,56,1234,26,1324,36,880,16,936,3,164,3,165,32,565,1035,1636,653,15321,1200,17175,245,6563,41,6848,97,1492,10,1600,256,5362,62,5676,68,1394,27,1488,39,1076,27,1138,6,211,3,224,33,703,1106,1850,742,16807,1286,18830,451,12612,94,13157,172,2862,26,3055,491,10416,123,11034,124,2632,58,2814,75,1957,40,2073,7,376,6,390,66,1274,2141,3479,1393,32125,2486,36003
ILOC60100304,150,13584,79,13811,20,1007,4,1033,46,2469,26,2540,9,476,4,488,6,389,3,404,0,75,0,79,6,320,1211,1542,242,18308,1335,19885,143,14552,65,14760,22,1014,5,1049,52,2751,24,2830,15,539,5,551,12,564,8,585,4,89,0,89,9,399,1173,1570,253,19913,1278,21444,296,28130,147,28570,45,2022,11,2077,100,5218,54,5370,25,1013,8,1048,22,956,10,985,5,164,0,167,12,712,2380,3114,497,38218,2612,41328
ILOC60100401,10,102,0,110,4,28,0,36,20,84,0,104,10,20,0,32,3,15,0,18,0,0,0,0,0,12,21,38,53,255,27,327,24,115,0,132,3,26,0,30,37,85,0,129,6,24,0,34,5,15,0,23,0,0,0,0,4,14,27,44,78,283,30,393,33,213,0,245,9,53,0,64,63,165,3,231,13,46,0,64,9,26,0,37,0,0,0,0,4,29,49,81,126,537,56,721
ILOC60100402,3,52,3,55,0,24,0,23,5,65,0,74,0,25,0,26,4,19,0,32,0,0,0,0,0,13,16,27,23,197,20,238,7,64,5,76,0,16,0,24,10,64,0,75,4,17,0,21,3,14,0,23,0,3,0,3,0,6,21,22,26,192,23,245,15,116,9,131,3,40,0,45,22,129,0,154,7,41,0,47,8,38,0,47,0,3,0,3,0,19,34,55,50,386,41,480
ILOC60100403,83,2066,25,2174,35,477,6,519,157,1674,19,1851,50,391,6,450,29,226,6,267,3,12,0,13,16,179,335,532,376,5031,401,5803,103,2392,23,2524,47,499,6,553,149,1454,29,1631,30,329,9,368,18,183,0,200,0,11,0,11,18,186,329,537,374,5052,395,5819,187,4463,52,4696,85,973,16,1071,301,3128,45,3485,80,719,16,822,50,409,8,462,3,21,0,30,43,365,660,1063,745,10085,797,11627
ILOC60100501,110,6838,47,6992,39,963,9,1008,163,3029,26,3218,38,555,3,593,14,318,5,342,0,20,0,25,15,278,580,870,381,12000,675,13054,173,7987,56,8214,41,1026,19,1089,139,3181,32,3361,29,579,9,613,19,326,4,351,0,18,0,18,16,328,559,894,415,13446,681,14539,278,14824,105,15204,81,1991,28,2097,303,6209,66,6576,66,1129,15,1210,35,644,13,696,0,37,0,41,25,601,1136,1764,789,25447,1355,27595
ILOC60100601,172,9054,51,9282,75,1716,21,1812,265,7044,86,7387,63,1620,27,1715,53,1129,13,1200,0,212,0,214,36,676,1572,2287,669,21456,1766,23887,217,10461,65,10742,102,2023,17,2143,273,7089,77,7436,55,1671,22,1745,50,1273,21,1341,4,264,6,274,32,807,1684,2523,724,23583,1896,26207,393,19515,117,20025,178,3741,36,3948,538,14133,166,14828,116,3293,50,3461,100,2400,37,2540,3,480,5,488,68,1479,3260,4809,1393,45040,3664,50099
ILOC60100701,23,1075,10,1109,13,262,0,271,23,1232,3,1262,3,230,5,238,3,132,3,139,0,11,0,15,4,85,149,234,73,3030,171,3267,24,1304,9,1342,8,306,0,314,31,1270,11,1307,5,259,11,276,0,180,0,185,0,6,0,4,0,114,169,285,70,3439,203,3714,48,2381,25,2450,21,572,3,590,51,2504,14,2569,11,494,13,509,7,308,0,319,3,15,0,16,3,202,321,525,140,6469,375,6982
ILOC60100702,19,594,0,607,10,206,3,219,48,901,11,963,8,259,4,270,13,154,4,165,3,13,0,13,7,90,158,250,98,2205,180,2483,24,795,5,825,16,202,0,220,37,797,5,836,15,183,5,198,5,113,6,124,0,9,0,7,4,82,148,234,97,2177,176,2449,40,1386,5,1430,31,409,5,443,80,1694,22,1796,21,441,6,467,13,268,11,291,0,15,0,23,9,171,304,486,199,4382,352,4937
ILOC60100703,21,1129,23,1169,11,295,7,313,43,1479,17,1537,12,428,8,445,4,264,3,273,0,15,0,15,4,123,259,388,99,3719,315,4139,26,1470,20,1521,7,382,8,396,47,1303,6,1356,18,338,7,360,6,187,3,200,0,12,0,12,3,148,258,413,110,3846,298,4253,48,2600,40,2685,21,680,12,708,93,2781,29,2900,26,770,16,807,11,453,11,471,0,22,0,22,7,275,521,804,209,7568,613,8395
ILOC60100801,15,648,6,670,13,196,0,205,25,869,11,904,14,289,6,306,5,176,0,183,3,11,0,13,0,118,182,302,71,2303,207,2583,16,793,9,823,4,227,3,233,36,750,10,794,10,242,5,261,6,118,3,122,0,3,0,3,0,112,154,263,72,2243,190,2504,34,1439,17,1491,15,416,3,442,58,1616,24,1698,22,531,17,568,12,298,3,310,3,14,0,12,0,227,338,569,141,4545,397,5088
ILOC60100802,10,501,7,515,3,160,0,162,27,1124,13,1162,11,303,0,313,7,178,6,193,0,10,0,6,4,111,160,274,59,2385,191,2635,14,756,10,777,3,209,3,217,29,938,13,976,8,256,0,269,3,133,3,138,0,3,0,3,3,122,157,278,62,2423,184,2669,23,1253,13,1290,9,365,3,385,55,2061,21,2138,19,563,4,580,12,315,8,336,0,12,0,12,3,234,318,553,124,4802,375,5296
ILOC60100803,6,120,0,129,3,36,0,40,21,113,0,134,17,24,0,39,6,7,0,15,0,0,0,3,7,18,23,43,55,320,25,400,16,131,6,151,7,25,0,32,18,81,0,97,6,19,0,28,5,12,0,15,0,0,0,0,3,14,9,26,57,278,20,354,16,250,9,277,10,61,0,74,37,192,4,235,24,42,0,64,15,16,0,34,0,0,0,3,8,26,33,76,111,599,41,756
ILOC60100804,10,616,13,640,4,216,0,219,48,984,16,1044,16,247,3,266,3,166,3,173,0,10,0,10,5,126,219,357,84,2370,255,2708,28,761,11,804,12,227,0,237,29,915,11,958,11,227,7,242,0,135,4,145,0,5,0,5,12,114,201,325,94,2386,232,2712,43,1375,26,1444,15,444,0,463,80,1900,20,2005,19,478,5,506,8,301,3,318,0,11,0,11,19,242,425,678,183,4751,485,5422
ILOC60100901,9,536,7,549,7,122,0,127,16,650,6,667,10,214,4,227,8,93,3,106,0,4,0,4,3,97,131,236,53,1720,150,1924,24,572,4,604,7,137,0,146,24,565,9,599,3,168,0,174,3,77,0,81,0,14,0,14,3,103,135,246,72,1634,155,1859,37,1108,10,1152,14,257,0,272,39,1213,16,1264,13,378,4,404,11,170,6,184,0,16,0,16,12,207,265,478,121,3354,304,3781
ILOC60100902,49,1708,12,1767,12,510,3,525,91,1930,18,2043,20,440,10,468,14,225,5,247,3,18,0,17,7,183,305,489,202,5013,343,5558,44,2109,15,2166,22,519,0,549,77,1827,17,1919,21,401,3,434,4,197,6,206,3,9,0,8,6,181,325,515,180,5235,367,5787,97,3819,24,3930,36,1029,3,1077,173,3756,39,3962,45,840,13,899,20,418,9,452,3,21,0,25,7,361,630,1001,380,10251,715,11351
ILOC60100903,7,276,3,290,0,60,0,60,21,310,5,337,6,110,0,119,4,71,0,74,0,0,0,0,0,38,108,149,45,870,119,1039,10,343,0,349,0,55,0,56,16,270,5,293,4,89,0,101,3,25,0,27,0,0,0,0,3,33,111,145,41,820,119,977,21,619,3,640,7,119,0,117,40,584,9,637,10,203,3,215,8,92,0,104,0,0,0,0,7,68,219,292,82,1692,236,2009
ILOC60101001,85,1894,5,1983,65,572,3,638,131,2431,33,2601,31,644,9,689,24,379,16,423,7,33,0,36,9,265,369,644,358,6218,437,7017,138,2272,23,2432,62,680,13,752,167,2495,27,2687,36,637,11,682,19,384,11,417,0,30,0,34,21,306,374,707,447,6809,457,7711,223,4162,32,4417,126,1254,17,1394,300,4922,60,5286,69,1275,21,1371,47,767,23,839,6,65,0,69,37,573,747,1353,809,13019,894,14726
ILOC60101002,54,726,8,787,45,270,6,317,169,1357,28,1553,45,359,6,414,29,213,10,240,3,8,0,17,26,127,249,401,363,3070,299,3728,107,943,9,1064,60,327,3,399,178,1094,16,1284,36,296,3,335,16,150,4,169,0,4,0,4,16,114,251,386,409,2934,292,3637,158,1671,16,1851,106,597,9,715,345,2454,42,2843,80,656,11,751,36,360,13,414,3,15,0,20,39,246,500,785,774,5999,596,7369
ILOC60101003,14,403,8,423,11,120,0,129,43,523,9,574,12,126,4,141,4,68,0,70,0,3,0,3,7,36,83,127,85,1283,103,1475,26,495,7,530,9,150,0,156,33,388,10,428,6,83,6,99,3,32,3,35,0,3,0,3,4,40,62,103,76,1194,83,1349,44,895,18,951,16,276,0,292,72,908,20,1000,16,208,9,232,4,102,3,113,0,3,0,3,11,77,144,228,158,2473,187,2826
ILOC60101004,43,792,3,840,20,313,3,335,96,1398,22,1513,26,386,8,420,11,283,4,302,0,25,0,25,10,144,223,373,212,3330,262,3802,70,1107,11,1191,35,331,7,374,100,1409,15,1519,16,400,14,431,14,242,4,259,0,12,0,12,22,183,229,435,252,3689,278,4215,110,1905,17,2027,58,644,9,703,199,2805,33,3033,47,786,22,854,25,525,7,563,0,34,0,34,32,324,451,805,468,7017,534,8020
ILOC60101005,18,368,6,392,11,135,7,151,47,633,13,691,16,154,3,166,15,88,0,105,0,5,0,5,11,76,106,199,107,1466,134,1713,20,392,5,419,15,145,0,162,35,572,6,608,10,123,0,130,3,71,0,74,0,4,0,4,3,70,98,171,86,1380,113,1584,42,760,14,812,29,283,7,317,80,1211,17,1301,24,275,3,303,17,157,0,179,0,10,0,10,11,150,210,372,193,2850,244,3292
ILOC60101101,24,915,6,947,13,302,3,317,89,1560,14,1664,27,401,10,436,22,184,0,206,0,8,0,10,13,138,226,369,181,3511,259,3950,37,1231,7,1276,9,394,0,405,71,1518,14,1605,26,345,10,380,13,176,3,193,0,5,0,4,12,159,217,389,168,3832,258,4252,61,2141,14,2217,26,695,3,725,164,3078,29,3269,51,752,17,812,33,365,6,400,0,15,0,16,18,296,441,761,349,7339,514,8208
ILOC60101102,44,3569,23,3641,16,698,6,722,57,2994,41,3087,8,656,6,676,11,356,11,370,0,27,3,25,4,272,519,794,149,8563,599,9314,62,4212,28,4304,20,877,8,903,65,2826,31,2917,15,614,10,648,4,274,3,284,0,23,0,24,12,347,497,853,177,9184,570,9929,113,7777,52,7946,38,1581,9,1618,121,5816,65,6007,26,1272,20,1324,12,627,13,655,0,51,3,53,16,622,1010,1645,328,17744,1174,19242
